,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
8,4.3,0.489,8.8,0.8,0.348,2.3,4.6,27.0,0.1,3.3,5.1,0.46,11.1,2.6,0.818,3.2,48.0,47.0,jacksji01,NBA,37.3,1.4,2.3,13.7,SG,0.9,1997-98,3.0,4.7,PHI,0.496
9,6.7,0.42200000000000004,15.9,0.7,0.278,2.5,5.1,27.0,0.1,3.6,7.4,0.402,18.5,3.3,0.805,4.1,31.0,31.0,jacksji01,NBA,40.6,2.0,2.4,18.9,SG,1.2,1997-98,3.8,5.6,GSW,0.42100000000000004
10,2.6,0.45399999999999996,5.7,0.5,0.278,1.8,2.6,28.0,0.1,2.5,3.1,0.41100000000000003,7.6,1.7,0.8420000000000001,2.1,49.0,9.0,jacksji01,NBA,24.0,0.7,1.6,8.4,SG,0.9,1998-99,1.7,3.2,POR,0.445
11,4.9,0.418,11.8,1.5,0.386,3.8,2.9,29.0,0.1,3.7,6.4,0.41100000000000003,15.6,2.4,0.877,2.7,79.0,76.0,jacksji01,NBA,35.0,1.3,2.1,16.7,SF,0.7,1999-00,2.3,5.0,ATL,0.45799999999999996
12,3.8,0.386,9.9,0.5,0.325,1.4,2.9,30.0,0.2,3.1,4.3,0.37799999999999995,11.3,2.5,0.8220000000000001,3.0,56.0,40.0,jacksji01,NBA,30.2,0.9,2.5,11.5,SF,0.9,2000-01,2.3,4.0,TOT,0.39899999999999997
13,3.6,0.341,10.5,0.9,0.42100000000000004,2.2,2.9,30.0,0.2,3.6,4.5,0.355,12.8,4.3,0.8590000000000001,5.0,17.0,14.0,jacksji01,NBA,32.4,1.0,2.5,14.3,SF,1.1,2000-01,2.8,4.6,ATL,0.392
14,3.9,0.408,9.6,0.3,0.23800000000000002,1.1,2.9,30.0,0.2,2.8,4.2,0.39,10.6,1.7,0.7859999999999999,2.2,39.0,26.0,jacksji01,NBA,29.2,0.9,2.5,10.3,SF,0.9,2000-01,2.1,3.7,CLE,0.402
15,3.6,0.43799999999999994,8.3,0.7,0.469,1.5,2.5,31.0,0.3,4.3,4.3,0.442,9.8,1.4,0.862,1.6,55.0,19.0,jacksji01,NBA,33.2,1.0,2.6,10.7,SF,0.8,2001-02,1.9,5.3,MIA,0.478
16,2.7,0.44,6.2,0.5,0.451,1.1,1.9,32.0,0.1,2.8,3.2,0.442,7.3,0.7,0.855,0.9,63.0,0.0,jacksji01,NBA,20.8,1.3,2.1,7.7,SF,0.5,2002-03,1.3,4.2,SAC,0.47600000000000003
17,2.8,0.444,6.2,2.0,0.4,5.1,2.8,33.0,0.3,5.4,4.8,0.424,11.3,1.3,0.843,1.6,80.0,80.0,jacksji01,NBA,39.0,0.7,2.8,12.9,SF,1.1,2003-04,2.2,6.1,HOU,0.514
18,2.0,0.439,4.5,1.9,0.414,4.6,2.9,34.0,0.1,3.7,3.9,0.426,9.1,0.8,0.9309999999999999,0.9,64.0,27.0,jacksji01,NBA,31.0,0.5,2.4,10.5,SF,0.5,2004-05,1.8,4.2,TOT,0.531
19,2.7,0.47100000000000003,5.7,2.3,0.36700000000000005,6.1,3.6,34.0,0.0,4.4,4.9,0.41700000000000004,11.8,1.3,0.909,1.4,24.0,24.0,jacksji01,NBA,41.3,0.4,2.8,13.3,SF,1.0,2004-05,2.3,4.8,HOU,0.512
20,1.6,0.41100000000000003,3.8,1.7,0.45899999999999996,3.7,2.4,34.0,0.1,3.3,3.3,0.435,7.5,0.6,0.96,0.6,40.0,3.0,jacksji01,NBA,24.9,0.6,2.2,8.8,SF,0.3,2004-05,1.5,3.9,PHO,0.5479999999999999
21,0.7,0.337,2.2,0.5,0.243,1.9,0.9,35.0,0.2,1.6,1.2,0.294,4.0,0.2,0.6920000000000001,0.3,40.0,1.0,jacksji01,NBA,12.8,0.3,1.3,3.0,SF,0.3,2005-06,0.9,1.9,TOT,0.35
22,0.9,0.364,2.4,0.5,0.222,2.3,1.1,35.0,0.2,2.0,1.4,0.295,4.8,0.3,0.6920000000000001,0.5,27.0,1.0,jacksji01,NBA,15.6,0.4,1.7,3.7,SF,0.4,2005-06,1.1,2.4,PHO,0.349
23,0.4,0.25,1.5,0.3,0.364,0.8,0.3,35.0,0.0,0.9,0.7,0.29,2.4,0.0,0.0,0.0,13.0,0.0,jacksji01,NBA,7.1,0.0,0.4,1.7,SF,0.2,2005-06,0.4,0.9,LAL,0.355
