,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
9,11,0,0,2,4,34-037,0,2,18/11/2004,0,0,4,0,0,0,10,1,-0.2,wardch01,22:00,0,NYK,2,0,10,2,2,2,HOU,0,L (-1)
13,-7,0,0,0,1,34-071,0,0,22/12/2004,0,0,0,0,0,0,14,0,-0.1,wardch01,6:00,0,CHA,2,0,14,0,0,0,HOU,0,L (-3)
0,4,0,0,1,8,25-144,0,2,03/11/2004,1,0.125,8,0,0,0,1,0,0.5,watsoea01,22:00,1,WAS,3,2,1,0,2,3,MEM,0,L (-12)
1,4,0,0,2,2,25-146,0,0,05/11/2004,1,0.333,3,2,0.667,3,2,0,0.1,watsoea01,17:00,0,HOU,3,4,2,0,2,0,MEM,0,L (-8)
5,14,0,0,1,3,25-153,0,2,12/11/2004,2,0.286,7,3,0.5,6,6,0,3.3,watsoea01,20:00,1,GSW,2,7,6,2,3,3,MEM,0,W (+29)
7,10,0,0,0,7,25-158,0,0,17/11/2004,3,0.75,4,1,1,1,8,0,9.5,watsoea01,23:00,0,POR,2,7,8,2,2,0,MEM,@,W (+19)
10,4,0,0,2,4,25-163,0,0,22/11/2004,3,0.375,8,2,1,2,11,0,7.2,watsoea01,19:00,0,SAS,3,8,11,4,2,0,MEM,0,W (+3)
11,6,0,0,1,5,25-165,1,1,24/11/2004,2,0.5,4,3,0.5,6,12,0,6.1,watsoea01,25:00:00,0,SEA,3,7,12,0,1,1,MEM,0,L (-9)
12,5,0,0,2,8,25-167,0,2,26/11/2004,4,0.4,10,1,1,1,13,0,8.7,watsoea01,24:00:00,1,MIN,2,9,13,0,1,3,MEM,@,L (-25)
13,-7,0,0,2,4,25-168,0,0,27/11/2004,1,0.143,7,1,0.5,2,14,0,1.7,watsoea01,12:00,0,DAL,3,3,14,2,0,0,MEM,0,L (-13)
14,11,0,0,3,9,25-171,1,2,30/11/2004,6,0.4,15,7,0.636,11,15,1,15.1,watsoea01,43:00:00,2,SAC,3,19,15,3,5,4,MEM,0,L (-5)
15,-12,0,0,1,2,25-172,0,0,01/12/2004,0,0,5,1,0.5,2,16,0,-2.3,watsoea01,17:00,0,NYK,2,1,16,0,0,0,MEM,@,L (-8)
16,-7,0,0,1,3,25-174,0,2,03/12/2004,1,0.333,3,1,1,1,17,0,1.2,watsoea01,15:00,0,PHI,2,3,17,0,2,2,MEM,0,W (+8)
19,12,0,0,2,7,25-179,0,3,08/12/2004,3,0.375,8,5,0.833,6,20,1,9.4,watsoea01,37:00:00,0,ATL,4,11,20,4,5,3,MEM,@,W (+8)
21,-3,0,0,3,12,25-181,0,1,10/12/2004,4,0.25,16,4,1,4,21,1,8.6,watsoea01,35:00:00,1,MIA,3,12,21,0,2,2,MEM,@,L (-8)
25,3,0,0,1,1,25-188,0,2,17/12/2004,1,0.333,3,1,0.5,2,25,0,-0.2,watsoea01,12:00,0,NJN,1,3,25,0,2,2,MEM,0,W (+5)
26,-3,0,0,0,3,25-190,0,1,19/12/2004,3,0.5,6,0,0,2,26,0,5.1,watsoea01,17:00,1,LAC,3,6,26,1,0,2,MEM,@,W (+10)
28,0,0,0,0,4,25-193,1,1,22/12/2004,1,0.333,3,0,0,0,28,0,-0.7,watsoea01,14:00,0,GSW,2,2,28,0,4,1,MEM,@,L (-10)
29,6,0,0,1,8,25-194,0,2,23/12/2004,2,0.333,6,0,0,0,29,0,3.6,watsoea01,14:00,0,PHO,3,4,29,0,2,2,MEM,@,L (-7)
30,7,0,0,3,7,25-198,0,2,27/12/2004,4,0.5,8,1,0.5,2,30,0,4.9,watsoea01,23:00,0,LAC,3,9,30,0,4,2,MEM,0,W (+20)
36,-4,0,0,1,4,25-213,1,1,11/01/2005,1,0.25,4,0,0,0,36,0,-0.4,watsoea01,17:00,0,IND,2,2,36,0,3,1,MEM,0,L (-1)
37,12,0,0,2,3,25-216,0,2,14/01/2005,3,0.5,6,4,0.8,5,37,0,9.2,watsoea01,21:00,1,CHA,2,10,37,2,2,3,MEM,@,W (+20)
38,-11,0,0,1,2,25-217,0,0,15/01/2005,0,0,1,0,0,0,38,0,1.3,watsoea01,16:00,0,MIL,1,0,38,1,0,0,MEM,0,W (+19)
40,14,0,0,2,5,25-221,0,3,19/01/2005,4,0.5,8,1,0.5,2,40,0,8.5,watsoea01,24:00:00,1,PHO,3,9,40,2,2,4,MEM,@,W (+9)
42,-19,0,0,1,1,25-223,0,0,21/01/2005,1,0.25,4,0,0,0,41,0,-2.1,watsoea01,13:00,0,DEN,1,2,41,0,2,0,MEM,@,L (-10)
45,-1,0,0,1,6,25-228,1,1,26/01/2005,1,0.25,4,0,0,0,44,0,2,watsoea01,23:00,0,CLE,2,2,44,1,3,1,MEM,@,L (-3)
46,-19,0,0,0,4,25-231,0,1,29/01/2005,1,0.25,4,0,0,0,45,0,3.3,watsoea01,13:00,0,ATL,1,2,45,1,0,1,MEM,0,W (+1)
49,0,0,0,1,4,25-242,0,2,09/02/2005,4,0.571,7,0,0,0,48,0,4.5,watsoea01,27:00:00,0,PHI,4,8,48,1,3,2,MEM,@,W (+3)
52,2,0,0,6,2,25-249,0,2,16/02/2005,4,0.286,14,0,0,0,51,0,0.2,watsoea01,30:00:00,2,BOS,5,8,51,2,3,4,MEM,@,L (-2)
53,-17,0,0,4,2,25-256,1,0,23/02/2005,1,0.125,8,0,0,0,52,0,-3.3,watsoea01,15:00,0,WAS,3,2,52,0,1,0,MEM,@,L (-10)
54,-20,0,0,1,3,25-258,0,1,25/02/2005,0,0,4,1,0.5,2,53,0,-4,watsoea01,16:00,0,DEN,3,1,53,1,4,1,MEM,0,L (-3)
55,8,0,0,1,5,25-259,0,4,26/02/2005,5,0.5,10,1,1,1,54,0,9.5,watsoea01,25:00:00,0,SAS,3,11,54,2,2,4,MEM,@,W (+2)
56,-12,0,0,1,0,25-262,0,0,01/03/2005,4,0.571,7,1,0.5,2,55,0,6,watsoea01,21:00,1,GSW,0,9,55,1,1,1,MEM,0,W (+2)
57,17,0,0,1,2,25-265,1,3,04/03/2005,2,0.286,7,3,0.5,6,56,0,3.9,watsoea01,29:00:00,2,TOR,3,7,56,2,3,5,MEM,0,W (+11)
58,2,0,0,2,1,25-268,0,1,07/03/2005,1,0.167,6,1,0.5,2,57,0,0,watsoea01,17:00,0,LAC,2,3,57,1,0,1,MEM,@,W (+3)
59,6,0,0,2,2,25-269,0,0,08/03/2005,4,0.444,9,1,0.5,2,58,0,6.9,watsoea01,24:00:00,0,SAC,1,9,58,2,0,0,MEM,@,L (-3)
61,-7,0,0,1,3,25-273,1,0,12/03/2005,3,0.375,8,1,1,1,60,0,1.8,watsoea01,26:00:00,0,POR,4,7,60,2,4,0,MEM,@,L (-14)
65,0,0,0,2,3,25-279,1,2,18/03/2005,2,0.286,7,0,0,0,63,1,4,watsoea01,17:00,3,MIN,1,4,63,0,1,5,MEM,0,W (+5)
66,4,0,0,2,1,25-281,0,2,20/03/2005,2,0.333,6,0,0,0,64,0,-3.9,watsoea01,11:00,0,PHO,2,4,64,0,5,2,MEM,0,L (-6)
68,-1,0,0,3,1,25-287,0,1,26/03/2005,1,0.167,6,1,0.5,2,66,0,-0.3,watsoea01,17:00,1,NOH,2,3,66,2,2,2,MEM,0,L (-11)
71,14,0,0,2,8,25-293,0,6,01/04/2005,4,0.667,6,0,0,0,69,1,11.2,watsoea01,31:00:00,0,MIL,4,8,69,2,2,6,MEM,@,W (+11)
72,1,0,0,2,6,25-295,0,3,03/04/2005,2,0.5,4,0,0,0,70,0,5.3,watsoea01,16:00,0,LAL,2,4,70,1,2,3,MEM,0,W (+20)
74,7,0,0,0,4,25-298,0,3,06/04/2005,4,0.8,5,2,1,2,72,0,12.4,watsoea01,25:00:00,0,TOR,1,10,72,2,1,3,MEM,@,W (+30)
76,-2,0,0,2,3,25-302,1,0,10/04/2005,3,0.375,8,1,0.5,2,74,0,0.8,watsoea01,26:00:00,0,CHA,3,7,74,1,4,0,MEM,0,W (+7)
78,-13,0,0,1,3,25-305,0,2,13/04/2005,0,0,5,0,0,0,76,0,-3.5,watsoea01,13:00,1,HOU,1,0,76,0,3,3,MEM,@,L (-8)
79,-3,0,0,2,10,25-307,0,2,15/04/2005,2,0.4,5,1,0.5,2,77,0,8.7,watsoea01,21:00,0,DEN,2,5,77,2,2,2,MEM,@,L (-9)
81,-8,0,0,0,2,25-310,0,2,18/04/2005,1,0.333,3,0,0,0,79,0,1.3,watsoea01,19:00,0,SAS,0,2,79,0,1,2,MEM,0,W (+2)
0,2,0,0,0,0,34-055,0,1,02/11/2004,0,0,0,0,0,0,1,0,0.3,weathcl01,1:00,0,DET,0,0,1,0,0,1,HOU,0,0
1,1,0,0,0,0,34-056,0,1,03/11/2004,4,0.571,7,0,0,0,2,0,5.3,weathcl01,14:00,1,TOR,1,8,2,0,0,2,HOU,0,0
2,1,0,0,0,0,34-064,0,2,11/11/2004,3,0.375,8,0,0,0,3,0,1.4,weathcl01,14:00,2,MIN,3,6,3,0,1,4,HOU,0,0
3,-8,0,0,0,0,34-066,1,2,13/11/2004,0,0,1,0,0,0,4,0,0.6,weathcl01,6:00,0,LAL,0,0,4,0,0,2,HOU,0,0
4,0,0,0,0,0,34-079,0,0,26/11/2004,0,0,0,0,0,0,5,0,0,weathcl01,1:00,0,UTA,0,0,5,0,0,0,HOU,0,0
5,10,0,0,0,0,34-080,0,3,27/11/2004,2,0.667,3,0,0,0,6,0,2.8,weathcl01,11:00,0,DEN,2,4,6,0,0,3,HOU,0,0
6,-2,0,0,0,2,34-085,0,1,02/12/2004,1,1,1,0,0,0,7,0,4,weathcl01,8:00,2,DAL,2,2,7,0,0,3,HOU,0,0
7,7,0,0,0,0,34-098,0,1,15/12/2004,0,0,2,0,0,0,8,0,-2.9,weathcl01,8:00,0,ATL,2,0,8,0,1,1,HOU,0,0
8,-1,0,0,0,0,34-103,0,2,20/12/2004,1,0.5,2,1,1,1,9,0,1.1,weathcl01,15:00,1,TOR,3,3,9,0,1,3,HOU,0,0
9,4,0,0,0,0,34-111,0,0,28/12/2004,1,1,1,0,0,0,10,0,1.7,weathcl01,3:00,0,MIL,0,2,10,0,0,0,HOU,0,0
10,-1,0,0,0,0,34-114,0,2,31/12/2004,0,0,1,0,0,0,11,0,-0.5,weathcl01,10:00,0,MIL,1,0,11,0,0,2,HOU,0,0
11,0,0,0,0,0,34-134,0,1,20/01/2005,0,0,1,0,0,0,12,0,-1.8,weathcl01,3:00,0,ORL,1,0,12,0,1,1,HOU,0,0
12,5,0,0,0,1,34-142,0,2,28/01/2005,0,0,0,2,1,2,13,0,2.5,weathcl01,4:00,0,SAC,2,2,13,0,0,2,HOU,0,0
13,-4,0,0,0,0,34-144,0,0,30/01/2005,1,1,1,0,0,0,14,0,1.7,weathcl01,6:00,0,MIA,0,2,14,0,0,0,HOU,0,0
14,6,0,0,0,0,34-149,0,1,04/02/2005,2,1,2,0,0,0,15,0,1.3,weathcl01,15:00,0,MIN,6,4,15,0,0,1,HOU,0,0
15,-6,0,0,0,0,34-151,0,0,06/02/2005,2,1,2,1,0.5,2,16,0,4.3,weathcl01,6:00,1,LAL,1,5,16,0,0,1,HOU,0,0
16,7,0,0,0,0,34-156,0,1,11/02/2005,0,0,0,0,0,0,17,0,0.3,weathcl01,4:00,0,IND,0,0,17,0,0,1,HOU,0,0
17,-4,0,0,0,0,34-168,0,4,23/02/2005,0,0,2,0,0,0,18,0,-0.7,weathcl01,15:00,1,SAS,3,0,18,0,0,5,HOU,0,0
18,21,0,0,0,2,34-174,0,6,01/03/2005,0,0,1,2,1,2,19,0,5.4,weathcl01,18:00,1,CHI,2,2,19,1,0,7,HOU,0,0
19,2,0,0,0,0,34-175,0,1,02/03/2005,0,0,2,0,0,0,20,0,-1.5,weathcl01,11:00,0,WAS,1,0,20,0,0,1,HOU,0,0
21,-3,0,0,0,0,34-186,0,0,13/03/2005,0,0,0,0,0,0,21,0,-0.4,weathcl01,1:00,0,SAC,1,0,21,0,0,0,HOU,0,0
22,1,0,0,0,0,34-189,0,4,16/03/2005,0,0,1,2,1,2,22,1,0.9,weathcl01,18:00,0,POR,4,2,22,0,0,4,HOU,0,0
23,-11,0,0,0,1,34-191,1,4,18/03/2005,1,0.333,3,1,0.5,2,23,1,2.1,weathcl01,15:00,0,BOS,1,3,23,0,1,4,HOU,0,0
24,-15,0,0,0,0,34-193,0,0,20/03/2005,0,0,1,0,0,0,24,1,-0.1,weathcl01,17:00,2,MIN,2,0,24,0,0,2,HOU,0,0
25,17,0,0,0,2,34-195,1,4,22/03/2005,4,0.667,6,4,1,4,25,1,12.1,weathcl01,22:00,0,MIA,4,12,25,2,1,4,HOU,0,0
26,-2,0,0,0,0,34-197,1,4,24/03/2005,2,0.667,3,2,1,2,26,1,6,weathcl01,17:00,0,CLE,4,6,26,1,0,4,HOU,0,0
27,8,0,0,0,1,34-198,0,8,25/03/2005,3,0.429,7,1,0.5,2,27,1,6.3,weathcl01,24:00:00,3,NOH,2,7,27,0,1,11,HOU,0,0
28,-5,0,0,0,0,34-200,0,2,27/03/2005,2,0.5,4,0,0,0,28,1,1.8,weathcl01,17:00,0,SAS,2,4,28,0,0,2,HOU,0,0
29,10,0,0,0,2,34-201,1,2,28/03/2005,0,0,3,2,0.5,4,29,1,2.8,weathcl01,20:00,2,UTA,1,2,29,0,0,4,HOU,0,0
30,15,0,0,0,1,34-203,0,4,30/03/2005,4,0.571,7,2,1,2,30,1,8.1,weathcl01,24:00:00,1,POR,3,10,30,0,0,5,HOU,0,0
31,7,0,0,0,0,34-205,0,5,01/04/2005,5,0.5,10,4,1,4,31,1,15.4,weathcl01,34:00:00,5,NOH,4,14,31,3,0,10,HOU,0,0
32,7,0,0,0,0,34-207,0,0,03/04/2005,0,0,2,0,0,0,32,0,-1.8,weathcl01,7:00,0,PHO,1,0,32,0,0,0,HOU,0,0
33,-6,0,0,0,1,34-209,0,3,05/04/2005,2,0.4,5,0,0,0,33,1,3.9,weathcl01,19:00,2,GSW,1,4,33,0,0,5,HOU,0,0
34,-4,0,0,0,0,34-211,0,3,07/04/2005,1,0.333,3,2,1,2,34,1,3.1,weathcl01,13:00,3,LAL,3,4,34,0,1,6,HOU,0,0
35,-12,0,0,0,0,34-213,0,3,09/04/2005,0,0,3,0,0,0,35,1,-2.2,weathcl01,7:00,0,PHO,0,0,35,0,1,3,HOU,0,0
36,9,0,0,0,0,34-215,0,1,11/04/2005,1,0.333,3,2,1,2,36,1,0.8,weathcl01,22:00,2,SEA,3,4,36,0,2,3,HOU,0,0
37,-7,0,0,0,2,34-217,0,4,13/04/2005,0,0,6,1,0.5,2,37,1,-0.7,weathcl01,23:00,3,MEM,2,1,37,1,2,7,HOU,0,0
38,-10,0,0,0,0,34-220,0,2,16/04/2005,2,0.5,4,0,0,0,38,1,2.5,weathcl01,15:00,1,DEN,2,4,38,1,1,3,HOU,0,0
39,3,0,0,0,2,34-222,1,2,18/04/2005,2,0.5,4,0,0,0,39,1,3.9,weathcl01,22:00,2,LAC,3,4,39,0,1,4,HOU,0,0
40,17,0,0,0,0,34-224,0,1,20/04/2005,1,0.5,2,0,0,0,40,1,0.9,weathcl01,15:00,0,SEA,1,2,40,0,0,1,HOU,0,0
0,-5,0,0,0,1,31-246,0,7,02/11/2004,10,0.588,17,1,0.2,5,1,1,12.6,webbech01,35:00:00,3,DAL,2,21,1,0,3,10,SAC,@,L (-9)
1,-7,0,0,1,4,31-247,1,7,03/11/2004,7,0.318,22,4,1,4,2,1,9.6,webbech01,35:00:00,2,SAS,2,18,2,2,4,9,SAC,@,L (-16)
2,-8,0,0,0,7,31-250,2,9,06/11/2004,9,0.346,26,2,1,2,3,1,13.6,webbech01,42:00:00,4,HOU,4,20,3,0,2,13,SAC,@,L (-3)
3,18,0,0,0,11,31-253,3,9,09/11/2004,10,0.625,16,1,1,1,4,1,27.3,webbech01,30:00:00,2,TOR,1,21,4,1,1,11,SAC,0,W (+16)
4,-11,0,0,0,4,31-254,1,5,10/11/2004,2,0.154,13,7,0.875,8,5,1,8.3,webbech01,32:00:00,2,SEA,1,11,5,0,0,7,SAC,@,L (-30)
5,6,0,0,0,3,31-257,1,5,13/11/2004,12,0.522,23,4,1,4,6,1,22.3,webbech01,38:00:00,5,PHO,3,28,6,1,2,10,SAC,@,W (+2)
6,8,0,0,0,5,31-258,1,8,14/11/2004,5,0.455,11,0,0,2,7,1,6.8,webbech01,29:00:00,1,DEN,5,10,7,0,2,9,SAC,0,W (+12)
7,9,0,0,0,6,31-260,0,13,16/11/2004,7,0.412,17,5,1,5,8,1,14.8,webbech01,37:00:00,0,CHI,3,19,8,1,3,13,SAC,0,W (+7)
8,0,0,0,0,7,31-263,1,9,19/11/2004,14,0.583,24,3,0.5,6,9,1,27.4,webbech01,36:00:00,3,MEM,4,31,9,2,2,12,SAC,0,W (+2)
9,0,0,0,0,5,31-265,0,11,21/11/2004,7,0.318,22,4,0.667,6,10,1,12.7,webbech01,37:00:00,3,MIL,2,18,10,3,3,14,SAC,0,W (+9)
10,-4,0,0,1,3,31-267,1,5,23/11/2004,3,0.176,17,5,0.833,6,11,1,1.8,webbech01,33:00:00,0,HOU,1,11,11,0,2,5,SAC,0,W (+6)
11,1,0,0,0,7,31-270,0,11,26/11/2004,9,0.409,22,4,1,4,12,1,18.3,webbech01,41:00:00,5,LAL,4,22,12,0,2,16,SAC,@,W (+3)
13,6,0,0,0,6,31-274,1,9,30/11/2004,9,0.529,17,4,1,4,14,1,20.1,webbech01,37:00:00,2,MEM,4,22,14,1,2,11,SAC,@,W (+5)
14,18,0,0,0,9,31-275,0,7,01/12/2004,6,0.545,11,0,0,0,15,1,10.1,webbech01,36:00:00,0,NOH,0,12,15,1,6,7,SAC,@,W (+13)
15,24,0,0,2,4,31-277,0,5,03/12/2004,13,0.684,19,3,0.75,4,16,1,27.7,webbech01,31:00:00,3,IND,3,29,16,4,2,8,SAC,0,W (+26)
16,11,0,0,0,4,31-279,0,8,05/12/2004,9,0.563,16,0,0,0,17,1,14.6,webbech01,30:00:00,2,BOS,1,18,17,1,3,10,SAC,0,W (+14)
17,1,0,0,2,7,31-284,0,5,10/12/2004,11,0.407,27,3,1,3,18,1,14.7,webbech01,37:00:00,2,MIN,4,25,18,2,4,7,SAC,@,L (-8)
18,6,0,0,0,6,31-285,1,6,11/12/2004,12,0.5,24,2,0.667,3,19,1,17.1,webbech01,41:00:00,4,IND,5,26,19,1,5,10,SAC,@,W (+5)
21,-24,0,0,0,5,31-290,0,2,16/12/2004,10,0.556,18,0,0,0,21,1,14.1,webbech01,29:00:00,2,LAL,2,20,21,0,2,4,SAC,0,L (-16)
22,15,0,0,0,6,31-295,0,9,21/12/2004,9,0.429,21,2,0.667,3,22,1,11.1,webbech01,37:00:00,1,WAS,5,20,22,2,5,10,SAC,0,W (+11)
23,0,0,0,1,3,31-297,0,4,23/12/2004,11,0.458,24,4,1,4,23,1,16.7,webbech01,40:00:00,0,MIA,3,26,23,2,1,4,SAC,0,L (-2)
25,2,0,0,0,2,31-305,2,4,31/12/2004,11,0.55,20,3,1,3,25,1,16.9,webbech01,39:00:00,1,UTA,3,25,25,2,4,5,SAC,@,W (+7)
26,14,0,0,0,7,31-307,3,12,02/01/2005,6,0.4,15,2,1,2,26,1,12.2,webbech01,35:00:00,1,SAS,5,14,26,4,7,13,SAC,0,W (+5)
27,-6,0,0,1,3,31-309,0,10,04/01/2005,9,0.429,21,4,1,4,27,1,12.5,webbech01,36:00:00,1,NYK,3,22,27,1,4,11,SAC,@,W (+7)
29,-3,0,0,0,3,31-312,1,6,07/01/2005,13,0.591,22,2,1,2,29,1,19.6,webbech01,35:00:00,2,ATL,3,28,29,0,3,8,SAC,@,W (+3)
30,-2,0,0,1,3,31-313,1,9,08/01/2005,6,0.273,22,10,0.909,11,30,1,12.9,webbech01,39:00:00,4,NOH,5,22,30,1,3,13,SAC,@,L (-4)
31,9,0,0,0,4,31-318,0,12,13/01/2005,8,0.533,15,7,0.875,8,31,1,22.6,webbech01,39:00:00,3,UTA,3,23,31,2,2,15,SAC,0,W (+14)
32,8,0,0,0,6,31-320,0,9,15/01/2005,16,0.64,25,4,1,4,32,1,29.3,webbech01,41:00:00,1,LAC,3,36,32,3,5,10,SAC,0,W (+4)
34,8,0,0,1,6,31-323,1,10,18/01/2005,12,0.5,24,8,1,8,34,1,30,webbech01,49:00:00,3,POR,0,32,34,4,4,13,SAC,0,W (+6)
36,-9,0,0,0,0,31-328,1,0,23/01/2005,3,0.5,6,0,0,0,36,1,1.9,webbech01,13:00,0,SAS,2,6,36,0,1,0,SAC,0,L (-30)
43,-6,0,0,2,4,31-347,0,7,11/02/2005,10,0.435,23,3,0.6,5,42,1,14.6,webbech01,38:00:00,4,DAL,3,23,42,0,2,11,SAC,0,L (-2)
44,-6,0,0,0,12,31-349,1,11,13/02/2005,7,0.304,23,0,0,0,43,1,11.5,webbech01,40:00:00,6,BOS,2,14,43,0,5,17,SAC,@,W (+4)
45,-6,0,0,2,4,31-351,1,6,15/02/2005,7,0.333,21,1,1,1,44,1,7.1,webbech01,33:00:00,3,CHI,6,15,44,3,4,9,SAC,@,L (-5)
46,-6,0,0,1,5,31-352,2,10,16/02/2005,6,0.3,20,0,0,0,45,1,6.5,webbech01,39:00:00,0,NJN,2,12,45,0,1,10,SAC,@,L (-11)
47,17,0,0,1,7,31-358,1,5,22/02/2005,11,0.55,20,8,1,8,46,1,27,webbech01,39:00:00,1,ATL,3,30,46,2,2,6,SAC,0,W (+10)
48,6,0,0,0,1,31-362,0,6,26/02/2005,7,0.35,20,2,1,2,47,1,11.2,webbech01,37:00:00,5,SAC,4,16,47,3,1,11,PHI,0,L (-2)
49,-3,0,0,0,1,32-000,1,5,01/03/2005,6,0.375,16,3,1,3,48,1,7.7,webbech01,25:00:00,0,MIL,6,15,48,3,2,5,PHI,@,W (+7)
50,-7,0,0,0,3,32-001,1,7,02/03/2005,4,0.222,18,2,1,2,49,1,-2,webbech01,36:00:00,1,NJN,4,10,49,0,5,8,PHI,0,L (-6)
51,8,0,0,1,4,32-003,0,6,04/03/2005,11,0.393,28,2,1,2,50,1,15.2,webbech01,39:00:00,6,CLE,1,24,50,1,3,12,PHI,0,W (+9)
52,0,0,0,0,2,32-004,1,6,05/03/2005,6,0.5,12,6,1,6,51,1,14.5,webbech01,28:00:00,2,ATL,2,18,51,1,3,8,PHI,@,W (+1)
54,-26,0,0,0,5,32-007,2,3,08/03/2005,3,0.25,12,2,1,2,53,1,5.4,webbech01,30:00:00,2,GSW,4,8,53,0,1,5,PHI,0,L (-19)
55,22,0,0,0,5,32-010,1,7,11/03/2005,7,0.5,14,2,1,2,54,1,15.2,webbech01,26:00:00,1,CHA,2,16,54,1,1,8,PHI,0,W (+32)
57,12,0,0,1,5,32-014,2,5,15/03/2005,2,0.25,8,1,0.5,2,56,1,5.4,webbech01,33:00:00,2,LAL,3,5,56,1,2,7,PHI,0,W (+17)
60,21,0,0,1,4,32-024,1,6,25/03/2005,15,0.6,25,2,1,2,59,1,23,webbech01,40:00:00,0,TOR,2,32,59,1,3,6,PHI,0,W (+2)
61,-2,0,0,1,4,32-026,0,13,27/03/2005,7,0.35,20,0,0,0,60,1,8.6,webbech01,40:00:00,1,LAL,4,14,60,2,2,14,PHI,@,W (+7)
63,-8,0,0,3,3,32-027,1,7,28/03/2005,8,0.308,26,4,0.667,6,61,1,9,webbech01,40:00:00,3,SAC,3,20,61,2,3,10,PHI,@,L (-9)
64,-19,0,0,0,2,32-029,0,5,30/03/2005,5,0.333,15,2,1,2,62,1,5.7,webbech01,28:00:00,1,PHO,1,12,62,0,1,6,PHI,@,L (-29)
65,6,0,0,1,3,32-042,3,7,12/04/2005,3,0.3,10,2,0.4,5,63,1,4.1,webbech01,35:00:00,0,BOS,3,8,63,1,3,7,PHI,0,L (-7)
66,8,0,0,0,1,32-044,1,8,14/04/2005,7,0.438,16,1,0.5,2,64,1,8,webbech01,38:00:00,2,MIA,6,15,64,3,4,10,PHI,0,W (+7)
67,11,0,0,1,3,32-045,2,7,15/04/2005,9,0.429,21,3,1,3,65,1,13.2,webbech01,39:00:00,1,IND,5,21,65,3,4,8,PHI,@,W (+4)
68,-24,0,0,0,3,32-047,2,4,17/04/2005,7,0.368,19,0,0,0,66,1,6.3,webbech01,26:00:00,3,NJN,5,14,66,0,2,7,PHI,@,L (-21)
69,19,0,0,0,6,32-048,0,7,18/04/2005,8,0.421,19,2,1,2,67,1,14.1,webbech01,33:00:00,1,MIL,2,18,67,1,1,8,PHI,0,W (+16)
1,-19,0,0,1,1,28-038,0,0,05/11/2004,4,0.4,10,7,0.7,10,2,1,12,wellsbo01,26:00:00,1,HOU,2,15,2,4,1,1,MEM,0,L (-8)
4,-5,0,0,0,0,28-043,0,0,10/11/2004,0,0,4,0,0,0,5,1,-4.7,wellsbo01,5:00,1,LAL,4,0,5,0,1,1,MEM,0,W (+23)
5,5,0,0,0,2,28-045,2,4,12/11/2004,3,0.273,11,4,1,4,6,1,3.4,wellsbo01,24:00:00,1,GSW,2,10,6,0,4,5,MEM,0,W (+29)
6,6,0,0,1,6,28-047,1,1,14/11/2004,4,0.333,12,4,1,4,7,1,7.4,wellsbo01,36:00:00,0,SEA,5,12,7,1,2,1,MEM,@,L (-5)
11,-1,0,0,1,2,28-057,1,8,24/11/2004,3,0.3,10,4,1,4,12,1,6.5,wellsbo01,29:00:00,0,SEA,3,10,12,1,2,8,MEM,0,L (-9)
12,-18,0,0,2,2,28-059,0,2,26/11/2004,2,0.167,12,1,0.5,2,13,1,-0.5,wellsbo01,26:00:00,1,MIN,3,5,13,2,1,3,MEM,@,L (-25)
14,-10,0,0,0,1,28-063,0,4,30/11/2004,5,0.625,8,0,0,0,15,1,6.1,wellsbo01,22:00,0,SAC,3,10,15,0,1,4,MEM,0,L (-5)
15,-2,0,0,2,2,28-064,0,4,01/12/2004,6,0.5,12,4,0.667,6,16,1,9,wellsbo01,28:00:00,0,NYK,2,16,16,1,3,4,MEM,@,L (-8)
16,5,0,0,2,0,28-066,0,4,03/12/2004,2,0.286,7,2,1,2,17,1,2.6,wellsbo01,17:00,1,PHI,3,6,17,1,1,5,MEM,0,W (+8)
17,-17,0,0,2,1,28-067,0,6,04/12/2004,4,0.364,11,4,1,4,18,1,7.7,wellsbo01,30:00:00,1,ORL,1,12,18,1,2,7,MEM,@,L (-5)
18,-1,0,0,0,1,28-070,0,3,07/12/2004,3,0.429,7,0,0,0,19,0,3.1,wellsbo01,17:00,0,NYK,2,6,19,0,0,3,MEM,0,W (+8)
19,-10,0,0,0,0,28-071,0,4,08/12/2004,3,0.333,9,2,1,2,20,0,3.2,wellsbo01,17:00,1,ATL,4,8,20,2,2,5,MEM,@,W (+8)
21,1,0,0,0,1,28-073,0,1,10/12/2004,0,0,1,0,0,0,21,0,-3.3,wellsbo01,10:00,0,MIA,4,0,21,0,2,1,MEM,@,L (-8)
22,-13,0,0,1,1,28-074,1,2,11/12/2004,2,0.333,6,1,0.5,2,22,0,5.5,wellsbo01,17:00,1,DET,1,5,22,2,0,3,MEM,0,W (+4)
23,-11,0,0,2,1,28-078,0,2,15/12/2004,2,0.333,6,6,1,6,23,0,10.1,wellsbo01,21:00,0,CHI,2,10,23,3,0,2,MEM,0,L (-8)
24,2,0,0,2,1,28-080,0,1,17/12/2004,3,0.375,8,2,1,2,24,0,4,wellsbo01,19:00,0,NJN,4,8,24,2,1,1,MEM,0,W (+5)
