,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
31,0,0,0,0,2,28-116,1,13,04/01/2003,3,1,3,1,0.5,2,31,1,11.4,wallabe01,40:00:00,7,ATL,3,7,31,0,4,20,DET,@,W (+4)
32,9,0,0,0,0,28-118,4,13,06/01/2003,3,0.5,6,0,0,0,32,1,11.7,wallabe01,46:00:00,2,TOR,1,6,32,2,1,15,DET,0,W (+8)
33,8,0,0,0,1,28-120,4,9,08/01/2003,3,0.6,5,0,0,0,33,1,11,wallabe01,48:00:00,3,PHI,5,6,33,2,1,12,DET,@,W (+9)
34,20,0,0,0,3,28-125,2,10,13/01/2003,3,0.3,10,2,0.333,6,34,1,12.2,wallabe01,42:00:00,9,ORL,3,8,34,3,3,19,DET,@,W (+15)
35,-11,0,0,0,0,28-126,3,9,14/01/2003,0,0,3,0,0,0,35,1,2.6,wallabe01,37:00:00,3,MIA,3,0,35,0,1,12,DET,@,L (-3)
36,21,0,0,0,3,28-129,0,9,17/01/2003,1,0.333,3,0,0,2,36,1,4.5,wallabe01,37:00:00,2,NYK,3,2,36,1,1,11,DET,0,W (+17)
37,-9,0,0,0,2,28-130,2,8,18/01/2003,1,0.2,5,0,0,0,37,1,5.8,wallabe01,39:00:00,3,IND,1,2,37,1,1,11,DET,@,L (-2)
38,8,0,0,0,1,28-132,5,12,20/01/2003,7,0.778,9,0,0,0,38,1,23,wallabe01,44:00:00,3,IND,1,14,38,3,0,15,DET,0,W (+10)
39,-14,0,0,0,1,28-134,3,5,22/01/2003,3,0.5,6,0,0,0,39,1,8.9,wallabe01,43:00:00,4,PHI,3,6,39,1,1,9,DET,0,L (-9)
40,24,0,0,0,3,28-136,3,12,24/01/2003,4,0.667,6,1,0.5,2,40,1,19.8,wallabe01,41:00:00,6,HOU,3,9,40,3,0,18,DET,@,W (+24)
42,-23,0,0,0,1,28-137,2,3,25/01/2003,2,0.667,3,0,0,0,41,1,6.7,wallabe01,31:00:00,2,SAS,1,4,41,3,3,5,DET,@,L (-32)
43,5,0,0,0,1,28-140,7,12,28/01/2003,4,1,4,0,0,4,42,1,12.9,wallabe01,40:00:00,1,BOS,3,8,42,1,2,13,DET,0,W (+3)
44,38,0,0,0,0,28-143,2,9,31/01/2003,3,0.6,5,2,0.667,3,43,1,11.4,wallabe01,34:00:00,2,BOS,1,8,43,1,0,11,DET,@,W (+52)
45,15,0,0,0,0,28-144,7,5,01/02/2003,1,0.5,2,0,0,2,44,1,8.2,wallabe01,20:00,2,NJN,2,2,44,1,0,7,DET,0,W (+22)
46,14,0,0,1,2,28-154,2,18,11/02/2003,1,0.25,4,1,0.5,2,45,1,9,wallabe01,39:00:00,4,CHI,3,3,45,1,2,22,DET,@,W (+10)
47,17,0,0,0,1,28-156,4,13,13/02/2003,3,0.5,6,1,0.25,4,46,1,12.3,wallabe01,40:00:00,5,ORL,1,7,46,0,1,18,DET,0,W (+10)
48,-18,0,0,0,0,28-157,4,8,14/02/2003,1,0.5,2,1,0.25,4,47,1,5.4,wallabe01,32:00:00,0,MIL,4,3,47,1,0,8,DET,@,L (-10)
49,15,0,0,0,3,28-159,5,13,16/02/2003,5,0.714,7,3,1,3,48,1,20.9,wallabe01,37:00:00,3,CLE,2,13,48,1,1,16,DET,@,W (+15)
50,31,0,0,0,1,28-160,2,16,17/02/2003,2,0.333,6,0,0,2,49,1,9.8,wallabe01,34:00:00,3,MIA,0,4,49,1,0,19,DET,0,W (+31)
51,2,0,0,1,4,28-162,4,7,19/02/2003,4,0.364,11,0,0,0,50,1,11.2,wallabe01,43:00:00,4,TOR,3,8,50,0,0,11,DET,@,W (+5)
52,1,0,0,0,1,28-164,2,8,21/02/2003,7,0.7,10,2,0.333,6,51,1,14.5,wallabe01,43:00:00,4,MIN,5,16,51,1,2,12,DET,@,L (-7)
53,3,0,0,0,4,28-165,4,9,22/02/2003,1,0.25,4,0,0,0,52,1,12.6,wallabe01,42:00:00,5,NOH,2,2,52,2,0,14,DET,0,L (-2)
54,-10,0,0,0,2,28-167,1,12,24/02/2003,1,0.333,3,0,0,1,53,1,4.9,wallabe01,37:00:00,5,SEA,3,2,53,0,3,17,DET,@,L (-7)
55,6,0,0,0,0,28-168,3,16,25/02/2003,2,0.5,4,2,0.5,4,54,1,13.4,wallabe01,41:00:00,3,SAC,2,6,54,3,1,19,DET,@,L (-6)
56,-2,0,0,1,1,28-170,1,6,27/02/2003,5,0.833,6,0,0,0,55,1,11.6,wallabe01,38:00:00,2,LAL,2,10,55,1,1,8,DET,@,L (-10)
57,-7,0,0,0,2,28-172,4,10,01/03/2003,3,0.6,5,0,0,0,56,1,15.1,wallabe01,42:00:00,8,GSW,1,6,56,1,2,18,DET,@,L (-2)
58,-27,0,0,0,3,28-173,2,7,02/03/2003,1,0.2,5,1,0.5,2,57,1,6.4,wallabe01,35:00:00,5,POR,3,3,57,0,1,12,DET,@,L (-17)
59,12,0,0,0,1,28-175,2,10,04/03/2003,1,0.2,5,1,0.5,2,58,1,5.1,wallabe01,40:00:00,3,HOU,4,3,58,1,1,13,DET,0,W (+13)
60,2,0,0,0,2,28-180,5,12,09/03/2003,4,0.333,12,2,0.4,5,59,1,17.8,wallabe01,45:00:00,7,GSW,4,10,59,4,0,19,DET,0,W (+2)
61,14,0,0,0,1,28-183,3,18,12/03/2003,4,0.667,6,2,0.667,3,60,1,15.5,wallabe01,40:00:00,3,LAL,2,10,60,1,2,21,DET,0,W (+23)
64,-8,0,0,0,2,28-186,0,15,15/03/2003,3,0.375,8,1,0.5,2,62,1,11.7,wallabe01,40:00:00,6,BOS,4,7,62,1,0,21,DET,0,L (-10)
65,-4,0,0,0,2,28-189,7,14,18/03/2003,3,0.375,8,0,0,1,63,1,17.1,wallabe01,50:00:00,6,WAS,2,6,63,2,0,20,DET,@,W (+4)
66,22,0,0,0,2,28-191,9,17,20/03/2003,3,0.5,6,2,0.5,4,64,1,20.7,wallabe01,35:00:00,5,PHI,2,8,64,2,1,22,DET,0,W (+28)
67,-4,0,0,0,2,28-192,3,11,21/03/2003,4,0.444,9,1,0.333,3,65,1,15.4,wallabe01,41:00:00,7,NYK,2,9,65,2,1,18,DET,@,L (-4)
68,16,0,0,0,2,28-194,5,11,23/03/2003,2,0.25,8,3,0.6,5,66,1,19.5,wallabe01,40:00:00,9,CHI,1,7,66,4,0,20,DET,0,W (+23)
69,-9,0,0,0,2,28-197,2,16,26/03/2003,4,0.4,10,1,0.5,2,67,1,13.9,wallabe01,47:00:00,7,ATL,2,9,67,0,1,23,DET,0,W (+3)
70,-1,0,0,0,1,28-199,5,14,28/03/2003,5,0.556,9,3,0.5,6,68,1,18.5,wallabe01,42:00:00,2,PHO,2,13,68,4,2,16,DET,0,L (-3)
71,5,0,0,1,2,28-201,5,11,30/03/2003,6,0.5,12,0,0,0,69,1,18.5,wallabe01,44:00:00,5,SAC,3,12,69,3,1,16,DET,0,W (+11)
72,4,0,0,0,4,28-203,3,18,01/04/2003,1,0.167,6,4,1,4,70,1,14.1,wallabe01,42:00:00,2,TOR,2,6,70,1,0,20,DET,@,W (+7)
73,-12,0,0,0,1,28-204,5,14,02/04/2003,6,0.6,10,1,0.25,4,71,1,18.3,wallabe01,42:00:00,3,TOR,1,13,71,1,0,17,DET,0,L (-11)
74,-6,0,0,0,1,28-206,4,11,04/04/2003,2,0.25,8,0,0,0,72,1,7,wallabe01,44:00:00,4,IND,2,4,72,1,2,15,DET,0,L (-6)
75,-1,0,0,0,1,28-208,2,9,06/04/2003,1,0.333,3,2,1,2,73,1,8.8,wallabe01,18:00,1,SAS,0,4,73,1,0,10,DET,0,L (-6)
1,10,0,0,0,0,20-100,1,8,31/10/2002,5,0.385,13,1,1,1,2,0,7.6,wallage01,18:00,2,POR,2,11,2,0,0,10,SAC,0,W (+28)
2,8,0,0,0,3,20-102,0,4,02/11/2002,4,0.5,8,2,1,2,3,0,8.5,wallage01,21:00,0,MEM,2,10,3,1,1,4,SAC,@,W (+17)
3,-5,0,0,1,1,20-103,0,4,03/11/2002,2,0.286,7,2,0.667,3,4,0,2.6,wallage01,22:00,0,MIA,2,6,4,0,0,4,SAC,@,L (-10)
4,-9,0,0,0,0,20-105,0,2,05/11/2002,2,0.333,6,3,0.5,6,5,0,-0.2,wallage01,23:00,2,ORL,4,7,5,0,3,4,SAC,@,L (-4)
5,0,0,0,0,0,20-106,1,4,06/11/2002,3,1,3,1,0.5,2,6,0,5.8,wallage01,11:00,0,NYK,2,7,6,0,1,4,SAC,@,L (-7)
6,4,0,0,0,0,20-108,0,0,08/11/2002,0,0,1,0,0,0,7,0,0,wallage01,5:00,1,MEM,0,0,7,0,0,1,SAC,0,W (+8)
7,1,0,0,0,0,20-110,1,2,10/11/2002,0,0,0,0,0,2,8,0,-0.9,wallage01,4:00,0,ATL,1,0,8,0,1,2,SAC,0,W (+8)
8,6,0,0,0,1,20-115,0,1,15/11/2002,2,0.333,6,0,0,0,9,0,0.7,wallage01,19:00,1,SEA,4,4,9,0,0,2,SAC,@,L (-14)
9,-7,0,0,0,0,20-119,0,1,19/11/2002,1,0.5,2,2,1,2,10,0,1,wallage01,6:00,1,CHI,0,4,10,0,3,2,SAC,0,W (+13)
10,2,0,0,0,0,20-122,0,2,22/11/2002,0,0,1,0,0,0,11,0,-0.1,wallage01,2:00,0,PHO,0,0,11,0,0,2,SAC,0,W (+17)
11,8,0,0,0,1,20-123,1,3,23/11/2002,3,0.429,7,2,1,2,12,0,7.8,wallage01,15:00,0,POR,2,8,12,2,0,3,SAC,@,W (+1)
12,10,0,0,0,3,20-126,1,6,26/11/2002,6,0.75,8,3,1,3,13,0,15,wallage01,26:00:00,2,CLE,2,15,13,0,2,8,SAC,@,W (+6)
13,0,0,0,0,0,20-127,0,3,27/11/2002,2,0.4,5,1,0.167,6,14,0,0.3,wallage01,22:00,1,MIN,4,5,14,0,0,4,SAC,@,L (-16)
14,-5,0,0,0,0,20-129,1,6,29/11/2002,5,0.5,10,3,0.375,8,15,1,8.7,wallage01,34:00:00,4,LAC,4,13,15,3,4,10,SAC,0,W (+13)
15,23,0,0,0,4,20-131,1,4,01/12/2002,10,0.909,11,1,0.5,2,16,1,24,wallage01,33:00:00,4,HOU,1,21,16,1,1,8,SAC,0,W (+19)
16,2,0,0,0,1,20-133,0,5,03/12/2002,5,0.714,7,0,0,0,17,1,8.7,wallage01,28:00:00,2,MIN,0,10,17,1,3,7,SAC,0,W (+12)
17,-6,0,0,0,0,20-134,2,2,04/12/2002,1,0.25,4,0,0,0,18,1,-0.9,wallage01,24:00:00,1,DEN,3,2,18,0,2,3,SAC,@,W (+2)
18,-1,0,0,0,1,20-136,1,4,06/12/2002,3,0.6,5,0,0,2,19,1,2.6,wallage01,29:00:00,1,DEN,4,6,19,1,3,5,SAC,0,W (+21)
19,5,0,0,0,2,20-138,0,2,08/12/2002,0,0,2,0,0,0,20,1,3.2,wallage01,21:00,0,SAS,1,0,20,3,0,2,SAC,@,W (+24)
21,-4,0,0,0,0,20-140,0,0,10/12/2002,0,0,0,0,0,0,21,0,0,wallage01,5:00,0,HOU,0,0,21,0,0,0,SAC,@,L (-7)
22,1,0,0,0,0,20-145,0,1,15/12/2002,1,1,1,0,0,0,22,0,2,wallage01,2:00,0,NOH,0,2,22,0,0,1,SAC,0,W (+15)
23,-7,0,0,0,0,20-147,0,0,17/12/2002,1,1,1,0,0,0,23,0,1.7,wallage01,2:00,0,PHO,0,2,23,0,0,0,SAC,0,W (+9)
24,-11,0,0,0,0,20-152,0,0,22/12/2002,1,0.5,2,1,0.25,4,24,0,0.5,wallage01,5:00,1,GSW,0,3,24,0,1,1,SAC,0,W (+15)
25,-6,0,0,0,0,20-165,1,2,04/01/2003,1,0.5,2,1,0.5,2,25,0,3.1,wallage01,6:00,0,DEN,2,3,25,1,0,2,SAC,@,W (+11)
26,3,0,0,0,1,20-166,0,1,05/01/2003,1,0.333,3,1,0.5,2,26,0,1.9,wallage01,8:00,0,MIA,0,3,26,1,1,1,SAC,0,W (+26)
27,3,0,0,0,0,20-168,1,0,07/01/2003,2,0.667,3,0,0,0,27,0,4.1,wallage01,4:00,1,MIL,0,4,27,0,0,1,SAC,@,W (+25)
28,-3,0,0,0,0,20-170,0,0,09/01/2003,1,0.5,2,0,0,0,28,0,0.6,wallage01,8:00,0,NJN,1,2,28,1,1,0,SAC,@,W (+36)
29,6,0,0,0,0,20-176,0,1,15/01/2003,0,0,1,0,0,0,29,0,-1.8,wallage01,4:00,0,DAL,1,0,29,0,1,1,SAC,0,W (+29)
30,0,0,0,0,0,20-181,0,1,20/01/2003,1,0.333,3,0,0,0,30,0,-0.5,wallage01,7:00,1,GSW,2,2,30,0,1,2,SAC,@,W (+22)
31,8,0,0,0,1,20-189,0,1,28/01/2003,0,0,0,0,0,0,31,0,1,wallage01,6:00,0,UTA,0,0,31,0,0,1,SAC,0,L (-10)
32,-4,0,0,0,0,20-191,0,2,30/01/2003,0,0,4,0,0,0,32,0,-2.9,wallage01,9:00,1,SEA,1,0,32,0,1,3,SAC,@,W (+18)
33,-1,0,0,0,0,20-192,1,1,31/01/2003,6,0.6,10,1,0.5,2,33,0,9.2,wallage01,18:00,4,LAL,4,13,33,0,1,5,SAC,0,L (-11)
34,11,0,0,1,0,20-194,1,4,02/02/2003,3,0.333,9,4,1,4,34,0,5,wallage01,18:00,2,HOU,3,10,34,0,2,6,SAC,@,L (-16)
35,1,0,0,0,0,20-197,0,1,05/02/2003,1,0.2,5,0,0,0,35,0,0.1,wallage01,16:00,1,NOH,2,2,35,2,1,2,SAC,@,L (-24)
36,-4,0,0,1,1,20-203,0,2,11/02/2003,2,0.333,6,2,1,2,36,1,3.1,wallage01,13:00,2,WAS,3,6,36,0,1,4,SAC,0,W (+19)
37,1,0,0,0,0,20-212,0,0,20/02/2003,0,0,0,0,0,0,37,0,-0.4,wallage01,3:00,0,BOS,1,0,37,0,0,0,SAC,0,W (+22)
38,-2,0,0,0,0,20-229,0,1,09/03/2003,1,1,1,0,0,2,38,0,0.9,wallage01,4:00,1,IND,0,2,38,0,1,2,SAC,0,W (+19)
39,-8,0,0,0,0,20-233,0,0,13/03/2003,0,0,1,0,0,2,39,0,-1.5,wallage01,7:00,0,PHO,0,0,39,1,1,0,SAC,@,L (-25)
40,7,0,0,0,1,20-234,0,1,14/03/2003,3,0.75,4,2,1,2,40,0,6.4,wallage01,9:00,0,TOR,0,8,40,1,2,1,SAC,0,W (+35)
42,3,0,0,0,0,20-238,0,0,18/03/2003,1,1,1,0,0,0,41,0,0.9,wallage01,3:00,0,GSW,2,2,41,0,0,0,SAC,0,W (+26)
43,-22,0,0,0,1,20-247,0,1,27/03/2003,1,0.25,4,0,0,0,42,0,-1.2,wallage01,11:00,0,LAC,2,2,42,0,1,1,SAC,0,W (+10)
44,-5,0,0,0,0,20-249,0,0,29/03/2003,0,0,1,0,0,0,43,0,-0.7,wallage01,3:00,0,CHI,0,0,43,0,0,0,SAC,@,W (+15)
45,-3,0,0,0,0,20-257,0,1,06/04/2003,0,0,0,1,0.5,2,44,0,-0.5,wallage01,3:00,0,PHI,1,1,44,0,1,1,SAC,@,W (+16)
46,3,0,0,0,0,20-259,0,3,08/04/2003,3,1,3,1,0.25,4,45,0,6.1,wallage01,5:00,1,SEA,1,7,45,0,0,4,SAC,0,W (+22)
47,0,0,0,0,0,20-261,0,0,10/04/2003,0,0,0,0,0,0,46,0,0,wallage01,1:00,0,LAL,0,0,46,0,0,0,SAC,@,L (-13)
48,8,0,0,0,0,20-267,0,1,16/04/2003,1,0.5,2,0,0,0,47,0,3.3,wallage01,5:00,0,UTA,0,2,47,2,0,1,SAC,0,W (+11)
16,18,0,0,2,5,28-080,3,4,06/12/2002,2,0.4,5,3,0.75,4,17,1,10.6,wallara01,24:00:00,3,MIA,3,7,17,0,1,7,POR,0,W (+19)
18,22,0,0,1,1,28-084,2,3,10/12/2002,5,0.5,10,3,0.75,4,19,1,7.8,wallara01,33:00:00,0,WAS,2,13,19,0,2,3,POR,@,W (+19)
25,4,0,0,2,3,28-094,2,2,20/12/2002,6,0.4,15,4,1,4,25,1,11.2,wallara01,29:00:00,2,GSW,3,16,25,0,1,4,POR,@,W (+2)
26,7,0,0,3,2,28-095,0,6,21/12/2002,6,0.353,17,2,0.5,4,26,1,12.2,wallara01,38:00:00,3,SEA,2,14,26,4,0,9,POR,0,W (+1)
27,7,0,0,3,2,28-101,1,6,27/12/2002,6,0.375,16,7,0.7,10,27,1,11.4,wallara01,38:00:00,3,UTA,4,19,27,0,2,9,POR,0,W (+5)
32,14,0,0,3,3,28-110,0,10,05/01/2003,8,0.471,17,2,0.5,4,32,1,11,wallara01,39:00:00,2,NYK,5,18,32,1,3,12,POR,@,W (+3)
33,4,0,0,5,2,28-112,0,8,07/01/2003,4,0.286,14,2,0.5,4,33,1,6.4,wallara01,43:00:00,4,PHO,3,10,33,1,1,12,POR,0,L (-7)
34,-1,0,0,3,2,28-114,0,5,09/01/2003,4,0.364,11,4,1,4,34,1,6.6,wallara01,27:00:00,2,SAS,4,12,34,1,3,7,POR,0,W (+3)
40,6,0,0,5,6,28-140,3,9,04/02/2003,6,0.429,14,3,0.75,4,40,1,15.7,wallara01,47:00:00,1,ORL,3,15,40,3,3,10,POR,@,W (+7)
43,2,0,0,5,2,28-147,0,4,11/02/2003,11,0.478,23,3,1,3,42,1,13.2,wallara01,39:00:00,1,SAS,6,25,42,0,1,5,POR,0,L (-5)
49,-4,0,0,4,4,28-158,1,8,22/02/2003,5,0.333,15,0,0,0,48,1,6.4,wallara01,37:00:00,2,MIL,1,10,48,0,2,10,POR,0,L (-3)
50,7,0,0,3,3,28-161,0,7,25/02/2003,10,0.556,18,4,0.8,5,49,1,19.2,wallara01,45:00:00,2,ATL,1,24,49,2,3,9,POR,0,W (+3)
51,-4,0,0,3,1,28-162,2,2,26/02/2003,4,0.364,11,2,0.5,4,50,1,6.1,wallara01,33:00:00,3,DEN,2,10,50,0,1,5,POR,@,W (+10)
54,-16,0,0,5,1,28-170,2,6,06/03/2003,8,0.471,17,1,0.333,3,53,1,9.5,wallara01,36:00:00,3,PHI,5,17,53,0,2,9,POR,0,L (-28)
59,-16,0,0,4,0,28-180,2,4,16/03/2003,7,0.389,18,4,0.667,6,58,1,7.8,wallara01,34:00:00,2,MIN,4,18,58,1,3,6,POR,@,L (-16)
61,4,0,0,1,1,28-183,1,3,19/03/2003,4,0.4,10,3,0.75,4,60,1,7.3,wallara01,32:00:00,0,HOU,3,11,60,1,0,3,POR,0,W (+11)
71,20,0,0,2,1,28-203,1,7,08/04/2003,1,0.167,6,2,1,2,69,1,0.5,wallara01,39:00:00,0,HOU,3,4,69,2,4,7,POR,@,W (+15)
72,-1,0,0,3,1,28-204,5,6,09/04/2003,4,0.25,16,0,0,0,70,1,5.4,wallara01,41:00:00,2,SAS,1,8,70,1,1,8,POR,@,L (-5)
6,19,0,0,3,4,32-051,1,3,02/12/2002,1,0.167,6,0,0,0,7,0,-0.4,wardch01,18:00,0,CLE,0,2,7,0,3,3,NYK,0,W (+32)
7,-15,0,0,3,1,32-053,0,0,04/12/2002,0,0,5,0,0,0,8,0,-2.8,wardch01,8:00,0,ORL,0,0,8,0,0,0,NYK,0,L (-2)
15,-7,0,0,0,1,32-071,0,0,22/12/2002,0,0,1,0,0,0,16,0,-2.4,wardch01,13:00,0,MIA,1,0,16,0,2,0,NYK,0,L (-8)
21,-2,0,0,1,4,32-083,0,1,03/01/2003,1,0.2,5,0,0,0,21,0,3.6,wardch01,19:00,2,IND,2,2,21,1,0,3,NYK,0,W (+2)
28,-8,0,0,6,4,32-094,0,2,14/01/2003,1,0.125,8,0,0,0,28,0,0.4,wardch01,25:00:00,0,CHI,2,2,28,1,0,2,NYK,0,W (+12)
33,0,0,0,6,5,32-104,0,3,24/01/2003,0,0,6,0,0,0,33,0,-2.6,wardch01,21:00,0,DAL,2,0,33,0,2,3,NYK,0,L (-11)
34,0,0,0,2,4,32-106,0,2,26/01/2003,1,0.333,3,1,0.5,2,34,0,4.9,wardch01,16:00,0,PHO,1,3,34,2,1,2,NYK,0,W (+8)
36,0,0,0,0,2,32-109,1,1,29/01/2003,0,0,0,0,0,0,36,0,2.3,wardch01,12:00,1,MIA,2,0,36,2,2,2,NYK,@,L (-2)
46,8,0,0,3,2,32-130,0,1,19/02/2003,1,0.2,5,0,0,0,45,0,-0.2,wardch01,13:00,0,SEA,2,2,45,1,1,1,NYK,@,L (-9)
47,0,0,0,1,0,32-146,0,0,07/03/2003,0,0,1,0,0,0,46,0,-3.7,wardch01,4:00,0,ORL,0,0,46,0,3,0,NYK,@,W (+9)
49,-13,0,0,2,5,32-150,0,1,11/03/2003,0,0,2,2,1,2,48,0,3,wardch01,15:00,0,MEM,1,2,48,1,2,1,NYK,0,L (-2)
58,-11,0,0,3,5,32-167,1,2,28/03/2003,1,0.2,5,0,0,0,57,0,3,wardch01,24:00:00,1,NJN,1,2,57,1,2,3,NYK,0,L (-21)
65,1,0,0,2,5,32-181,0,1,11/04/2003,0,0,2,0,0,0,63,0,1.2,wardch01,15:00,0,PHI,3,0,63,1,1,1,NYK,0,W (+5)
67,4,0,0,1,2,32-184,0,1,14/04/2003,0,0,1,0,0,0,65,0,1.6,wardch01,8:00,0,WAS,1,0,65,1,0,1,NYK,@,W (+14)
0,8,0,0,2,4,23-140,0,1,30/10/2002,1,0.25,4,0,0,0,1,0,3.1,watsoea01,17:00,0,DAL,4,2,1,2,0,1,MEM,0,L (-11)
1,2,0,0,0,1,23-142,0,3,01/11/2002,3,0.429,7,0,0,0,2,0,3.8,watsoea01,18:00,1,DET,2,6,2,1,1,4,MEM,@,L (-23)
3,0,0,0,0,0,23-145,0,0,04/11/2002,0,0,0,0,0,0,4,0,0,watsoea01,1:00,0,SAS,0,0,4,0,0,0,MEM,0,L (-2)
4,8,0,0,1,3,23-147,0,4,06/11/2002,0,0,2,0,0,0,5,0,1.5,watsoea01,17:00,0,POR,1,0,5,1,1,4,MEM,@,L (-6)
6,-1,0,0,1,1,23-150,1,3,09/11/2002,1,0.25,4,0,0,2,7,0,-2,watsoea01,20:00,1,DEN,2,2,7,0,3,4,MEM,@,L (-11)
7,5,0,0,0,1,23-152,0,2,11/11/2002,1,0.5,2,2,0.5,4,8,0,3.2,watsoea01,18:00,1,GSW,5,4,8,1,0,3,MEM,0,L (-7)
8,0,0,0,0,4,23-156,0,0,15/11/2002,3,1,3,0,0,0,9,0,7.3,watsoea01,20:00,0,MIN,4,6,9,2,1,0,MEM,0,L (-4)
9,-4,0,0,1,2,23-157,1,1,16/11/2002,0,0,2,0,0,0,10,0,2,watsoea01,12:00,0,CHI,0,0,10,2,1,1,MEM,@,L (-18)
11,-6,0,0,0,3,23-161,1,2,20/11/2002,3,0.5,6,0,0,0,12,0,6.9,watsoea01,23:00,1,PHI,3,6,12,3,2,3,MEM,0,L (-7)
12,-8,0,0,0,6,23-163,1,4,22/11/2002,2,0.333,6,4,1,4,13,0,9.9,watsoea01,31:00:00,2,SAS,3,8,13,1,2,6,MEM,@,L (-9)
14,-4,0,0,0,3,23-168,0,1,27/11/2002,3,0.6,5,0,0,0,15,0,4.7,watsoea01,17:00,0,SEA,1,6,15,2,3,1,MEM,0,W (+18)
15,5,0,0,0,7,23-170,1,0,29/11/2002,1,0.25,4,0,0,0,16,0,6.2,watsoea01,14:00,0,LAL,0,2,16,2,1,0,MEM,0,L (-6)
16,12,0,0,1,5,23-172,0,2,01/12/2002,2,0.333,6,0,0,0,17,0,2.5,watsoea01,19:00,0,TOR,3,4,17,0,1,2,MEM,0,L (-5)
17,2,0,0,1,7,23-174,0,0,03/12/2002,1,0.167,6,2,1,2,18,0,5.4,watsoea01,22:00,1,LAL,1,4,18,0,0,1,MEM,@,L (-10)
18,-6,0,0,0,2,23-175,0,1,04/12/2002,0,0,1,0,0,0,19,0,-1.8,watsoea01,12:00,0,PHO,2,0,19,0,2,1,MEM,@,L (-13)
19,-8,0,0,1,2,23-177,0,1,06/12/2002,1,0.143,7,0,0,0,20,0,1.5,watsoea01,16:00,3,UTA,2,2,20,2,1,4,MEM,@,L (-33)
21,-5,0,0,1,3,23-179,0,1,08/12/2002,3,0.75,4,2,1,2,21,0,8,watsoea01,15:00,0,PHO,2,8,21,1,1,1,MEM,0,W (+8)
22,-3,0,0,0,4,23-181,1,0,10/12/2002,1,0.333,3,1,0.5,2,22,0,4.4,watsoea01,14:00,0,MIA,0,3,22,0,0,0,MEM,@,W (+11)
23,-5,0,0,0,2,23-182,0,3,11/12/2002,2,0.5,4,2,1,2,23,0,5.8,watsoea01,16:00,1,DEN,3,6,23,1,1,4,MEM,0,W (+3)
24,-6,0,0,0,4,23-184,0,2,13/12/2002,2,1,2,0,0,0,24,0,6,watsoea01,11:00,0,HOU,2,4,24,1,1,2,MEM,0,W (+5)
25,-2,0,0,0,6,23-185,0,5,14/12/2002,3,0.6,5,1,0.5,2,25,0,9.6,watsoea01,25:00:00,0,DAL,1,7,25,2,2,5,MEM,@,L (-17)
26,7,0,0,1,9,23-187,0,2,16/12/2002,1,0.333,3,0,0,0,26,0,7.2,watsoea01,18:00,0,GSW,0,2,26,2,2,2,MEM,0,W (+13)
27,-2,0,0,0,3,23-189,0,0,18/12/2002,1,0.333,3,0,0,0,27,0,1.4,watsoea01,8:00,0,WAS,0,2,27,0,1,0,MEM,@,L (-18)
28,1,0,0,0,4,23-193,0,3,22/12/2002,2,1,2,2,1,2,28,0,9.3,watsoea01,16:00,0,UTA,2,6,28,2,1,3,MEM,0,L (-29)
29,9,0,0,1,3,23-198,0,0,27/12/2002,3,0.6,5,0,0,0,29,0,4.7,watsoea01,22:00,1,ORL,2,6,29,0,1,1,MEM,0,W (+13)
30,-20,0,0,1,2,23-202,0,0,31/12/2002,1,0.333,3,0,0,0,30,0,0.4,watsoea01,13:00,1,BOS,0,2,30,0,2,1,MEM,@,L (-7)
31,-6,0,0,1,2,23-205,0,0,03/01/2003,3,0.6,5,0,0,0,31,0,4.6,watsoea01,13:00,1,LAC,3,6,31,0,0,1,MEM,0,W (+5)
32,1,0,0,0,5,23-208,0,0,06/01/2003,1,0.5,2,0,0,0,32,0,5.7,watsoea01,12:00,0,NOH,2,2,32,4,2,0,MEM,0,W (+4)
33,-5,0,0,0,1,23-210,0,0,08/01/2003,3,0.5,6,0,0,0,33,0,4.7,watsoea01,16:00,4,LAC,2,6,33,1,2,4,MEM,@,L (-8)
34,-7,0,0,0,0,23-212,0,0,10/01/2003,0,0,0,0,0,0,34,0,-1,watsoea01,5:00,0,PHO,0,0,34,0,1,0,MEM,@,L (-6)
35,4,0,0,1,0,23-214,0,2,12/01/2003,2,0.5,4,0,0,0,35,0,1.8,watsoea01,14:00,0,SAC,2,4,35,0,0,2,MEM,@,L (-8)
36,-5,0,0,0,2,23-215,0,1,13/01/2003,1,0.333,3,0,0,0,36,0,2,watsoea01,13:00,0,GSW,0,2,36,0,0,1,MEM,@,W (+2)
38,-5,0,0,0,0,23-219,0,0,17/01/2003,0,0,0,0,0,0,38,0,0.7,watsoea01,6:00,1,SEA,0,0,38,0,0,1,MEM,@,L (-6)
43,-2,0,0,2,0,23-229,0,0,27/01/2003,0,0,4,0,0,0,42,0,-2.8,watsoea01,10:00,0,HOU,0,0,42,0,0,0,MEM,0,L (-5)
45,5,0,0,1,5,23-236,0,2,03/02/2003,3,0.429,7,1,0.2,5,44,0,5.6,watsoea01,24:00:00,2,GSW,4,7,44,1,1,4,MEM,@,L (-10)
