,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
44,-1,0,0,1,5,27-347,0,4,24/01/2003,3,0.375,8,0,0,0,43,1,4.1,vaughja01,24:00:00,0,PHO,3,6,43,0,1,4,ORL,0,L (-3)
46,7,0,0,1,2,27-352,0,3,29/01/2003,2,0.333,6,0,0,0,45,1,3,vaughja01,16:00,1,CLE,4,4,45,1,0,4,ORL,0,W (+5)
47,13,0,0,0,6,27-354,0,1,31/01/2003,3,0.75,4,3,0.75,4,46,1,11.4,vaughja01,27:00:00,1,SAS,2,9,46,1,1,2,ORL,0,L (-1)
48,-7,0,0,0,5,27-356,0,2,02/02/2003,4,0.571,7,0,0,0,47,1,9.9,vaughja01,33:00:00,1,ATL,4,8,47,2,0,3,ORL,@,L (-8)
49,-4,0,0,0,5,27-358,0,1,04/02/2003,3,0.273,11,0,0,0,48,1,0.7,vaughja01,26:00:00,0,POR,4,6,48,0,1,1,ORL,0,L (-7)
50,17,0,0,1,2,28-000,0,5,11/02/2003,1,0.125,8,3,1,3,49,1,1.7,vaughja01,28:00:00,0,NJN,0,5,49,1,2,5,ORL,0,W (+9)
54,-7,0,0,0,1,28-007,0,0,18/02/2003,2,0.222,9,4,1,4,53,1,3.4,vaughja01,18:00,0,NOH,2,8,53,1,0,0,ORL,0,W (+5)
55,12,0,0,1,8,28-010,0,1,21/02/2003,1,0.2,5,2,0.667,3,54,1,4.6,vaughja01,35:00:00,0,CHI,2,4,54,2,3,1,ORL,0,W (+14)
57,5,0,0,0,6,28-014,0,3,25/02/2003,4,0.667,6,1,0.5,2,56,1,10.3,vaughja01,31:00:00,0,DAL,2,9,56,2,2,3,ORL,0,W (+5)
58,-2,0,0,0,3,28-017,0,1,28/02/2003,1,0.25,4,0,0,0,57,1,1.6,vaughja01,21:00,0,NYK,1,2,57,1,1,1,ORL,@,L (-8)
59,17,0,0,0,6,28-019,0,1,02/03/2003,2,0.667,3,0,0,0,58,1,5.4,vaughja01,20:00,0,CLE,2,4,58,2,3,1,ORL,@,W (+26)
60,21,0,0,0,0,28-020,0,0,03/03/2003,0,0,2,2,1,2,59,1,-1,vaughja01,16:00,0,CHI,4,2,59,1,1,0,ORL,@,W (+15)
61,5,0,0,0,2,28-022,0,2,05/03/2003,1,0.333,3,0,0,0,60,1,-0.5,vaughja01,18:00,0,MIL,2,2,60,0,2,2,ORL,0,W (+12)
63,-6,0,0,1,3,28-024,0,1,07/03/2003,4,0.571,7,2,1,2,61,1,9.4,vaughja01,19:00,1,NYK,1,10,61,0,0,2,ORL,0,L (-9)
64,4,0,0,1,3,28-026,0,0,09/03/2003,2,0.667,3,0,0,0,62,1,4.6,vaughja01,18:00,0,DEN,3,4,62,3,2,0,ORL,0,W (+13)
65,-6,0,0,1,3,28-028,0,0,11/03/2003,1,0.25,4,0,0,0,63,1,-1,vaughja01,19:00,1,WAS,1,2,63,0,3,1,ORL,@,L (-1)
66,-7,0,0,0,2,28-029,0,1,12/03/2003,2,0.667,3,1,0.5,2,64,1,3.6,vaughja01,15:00,0,UTA,1,5,64,0,1,1,ORL,0,L (-3)
67,-9,0,0,0,2,28-032,0,0,15/03/2003,3,0.6,5,1,1,1,65,1,3.9,vaughja01,15:00,0,NOH,3,7,65,0,1,0,ORL,0,W (+10)
68,14,0,0,0,4,28-036,0,2,19/03/2003,1,1,1,1,1,1,66,1,6.5,vaughja01,19:00,0,MIA,4,3,66,2,0,2,ORL,0,W (+16)
69,4,0,0,0,4,28-038,0,0,21/03/2003,1,0.333,3,0,0,0,67,1,2.7,vaughja01,15:00,0,CLE,1,2,67,0,0,0,ORL,0,W (+24)
70,24,0,0,1,3,28-040,0,6,23/03/2003,5,0.556,9,3,0.5,6,68,1,11.6,vaughja01,32:00:00,0,MIA,2,13,68,1,0,6,ORL,@,W (+22)
71,-4,0,0,0,4,28-041,0,0,24/03/2003,1,0.5,2,0,0,0,69,1,3.4,vaughja01,13:00,0,MEM,1,2,69,0,0,0,ORL,0,L (-6)
72,-2,0,0,0,0,28-043,0,0,26/03/2003,3,0.75,4,0,0,0,70,1,4,vaughja01,18:00,0,NOH,1,6,70,1,1,0,ORL,@,W (+2)
73,2,0,0,0,2,28-044,1,1,27/03/2003,6,0.6,10,0,0,3,71,1,7.9,vaughja01,21:00,1,MIN,1,12,71,0,1,2,ORL,0,W (+3)
76,-22,0,0,0,0,28-053,0,1,05/04/2003,8,0.727,11,0,0,0,74,1,10.6,vaughja01,23:00,0,DAL,3,16,74,1,1,1,ORL,@,L (-18)
77,-12,0,0,1,2,28-054,0,1,06/04/2003,1,0.25,4,1,0.5,2,75,1,0.7,vaughja01,23:00,0,HOU,3,3,75,1,1,1,ORL,@,L (-21)
78,11,0,0,1,6,28-057,0,0,09/04/2003,2,0.5,4,0,0,0,76,1,2.4,vaughja01,28:00:00,0,TOR,2,4,76,1,4,0,ORL,0,W (+6)
79,15,0,0,1,5,28-059,0,4,11/04/2003,2,0.25,8,0,0,0,77,1,4,vaughja01,26:00:00,1,IND,4,4,77,2,1,5,ORL,@,W (+12)
80,-1,0,0,0,4,28-060,0,2,12/04/2003,2,0.667,3,2,1,2,78,1,7.1,vaughja01,24:00:00,0,BOS,0,6,78,2,3,2,ORL,0,W (+3)
81,-7,0,0,1,1,28-062,0,3,14/04/2003,3,0.429,7,1,0.333,3,79,1,5.4,vaughja01,26:00:00,1,ATL,1,7,79,2,1,4,ORL,@,L (-16)
82,-11,0,0,1,9,28-064,0,1,16/04/2003,3,0.429,7,0,0,0,80,1,6.3,vaughja01,36:00:00,0,MIL,4,6,80,1,2,1,ORL,@,L (-6)
0,-7,0,0,0,1,25-021,0,4,22/11/2002,2,0.667,3,4,1,4,1,0,9.4,voskuja01,28:00:00,4,SAC,5,8,1,1,1,8,PHO,@,L (-17)
1,-1,0,0,0,0,25-022,0,1,23/11/2002,0,0,0,3,0.75,4,2,0,2,voskuja01,15:00,1,DEN,4,3,2,0,0,2,PHO,0,L (-1)
2,0,0,0,0,0,25-026,1,1,27/11/2002,0,0,0,0,0,0,3,0,1.3,voskuja01,6:00,1,NJN,1,0,3,0,0,2,PHO,0,W (+7)
3,3,0,0,0,0,25-028,0,0,29/11/2002,1,0.2,5,0,0,0,4,0,-0.4,voskuja01,7:00,3,SAS,1,2,4,0,1,3,PHO,0,W (+7)
4,-3,0,0,0,0,25-029,0,2,30/11/2002,2,0.4,5,0,0,0,5,0,2.9,voskuja01,15:00,4,GSW,2,4,5,0,1,6,PHO,@,L (-10)
5,-1,0,0,0,0,25-031,0,0,02/12/2002,1,1,1,0,0,0,6,0,1.3,voskuja01,3:00,0,MIA,1,2,6,0,0,0,PHO,0,L (-10)
6,-8,0,0,0,0,25-033,0,3,04/12/2002,0,0,0,0,0,0,7,0,0.8,voskuja01,11:00,1,MEM,2,0,7,0,0,4,PHO,0,W (+13)
7,10,0,0,0,1,25-037,0,3,08/12/2002,0,0,2,0,0,0,8,0,-1.3,voskuja01,13:00,1,MEM,3,0,8,0,1,4,PHO,@,L (-8)
8,7,0,0,0,2,25-038,1,2,09/12/2002,2,0.667,3,3,1,3,9,0,9,voskuja01,22:00,2,NJN,2,7,9,0,0,4,PHO,@,L (-13)
9,-1,0,0,0,0,25-043,0,0,14/12/2002,0,0,0,0,0,0,10,0,0,voskuja01,1:00,0,ATL,0,0,10,0,0,0,PHO,@,W (+14)
10,-1,0,0,0,1,25-045,1,3,16/12/2002,1,0.5,2,0,0,0,11,0,3.4,voskuja01,15:00,3,ORL,5,2,11,0,0,6,PHO,0,W (+3)
11,2,0,0,0,1,25-046,1,0,17/12/2002,1,0.25,4,3,0.75,4,12,0,4,voskuja01,12:00,4,SAC,1,5,12,0,2,4,PHO,@,L (-9)
12,-2,0,0,0,0,25-050,0,2,21/12/2002,1,1,1,0,0,0,13,0,2.6,voskuja01,7:00,1,SAC,1,2,13,0,0,3,PHO,0,W (+9)
13,15,0,0,0,1,25-056,1,4,27/12/2002,1,0.25,4,0,0,0,14,0,1,voskuja01,19:00,0,LAC,3,2,14,0,0,4,PHO,0,W (+13)
14,13,0,0,0,1,25-058,0,5,29/12/2002,2,1,2,2,1,2,15,0,8.2,voskuja01,17:00,2,CLE,2,6,15,0,0,7,PHO,@,W (+19)
15,-12,0,0,0,1,25-059,0,1,30/12/2002,0,0,2,0,0,0,16,0,-1.2,voskuja01,13:00,0,MIN,2,0,16,1,1,1,PHO,@,L (-6)
16,2,0,0,0,0,25-062,0,2,02/01/2003,1,1,1,0,0,0,17,0,2.6,voskuja01,6:00,1,PHI,1,2,17,0,0,3,PHO,0,W (+18)
17,-1,0,0,0,0,25-064,0,1,04/01/2003,1,1,1,2,1,2,18,0,2,voskuja01,9:00,0,LAL,5,4,18,1,1,1,PHO,0,W (+14)
18,-2,0,0,0,2,25-065,0,2,05/01/2003,0,0,2,1,1,1,19,0,-1.4,voskuja01,7:00,0,LAL,5,1,19,0,1,2,PHO,@,L (-12)
19,13,0,0,0,1,25-067,0,3,07/01/2003,3,0.6,5,2,0.667,3,20,0,8.7,voskuja01,30:00:00,2,POR,4,8,20,2,0,5,PHO,@,W (+7)
21,-7,0,0,0,0,25-068,0,2,08/01/2003,0,0,0,0,0,0,21,0,-0.5,voskuja01,8:00,1,UTA,2,0,21,0,1,3,PHO,@,L (-6)
22,2,0,0,0,0,25-070,0,1,10/01/2003,1,1,1,0,0,0,22,0,0.5,voskuja01,11:00,1,MEM,3,2,22,0,1,2,PHO,0,W (+6)
23,11,0,0,0,2,25-072,1,2,12/01/2003,0,0,1,2,1,2,23,0,4.9,voskuja01,21:00,3,UTA,3,2,23,0,0,5,PHO,0,W (+8)
24,-11,0,0,0,0,25-074,1,0,14/01/2003,3,1,3,0,0,0,24,0,4.3,voskuja01,12:00,1,SAS,3,6,24,0,1,1,PHO,@,L (-8)
25,12,0,0,0,1,25-075,2,2,15/01/2003,2,0.667,3,0,0,0,25,0,4.2,voskuja01,14:00,2,HOU,4,4,25,0,1,4,PHO,@,L (-6)
26,-1,0,0,0,0,25-077,0,4,17/01/2003,3,0.6,5,0,0,0,26,0,4.1,voskuja01,17:00,2,DAL,3,6,26,0,1,6,PHO,0,W (+5)
27,-15,0,0,0,1,25-080,1,1,20/01/2003,1,1,1,0,0,0,27,0,2,voskuja01,16:00,0,NOH,1,2,27,0,1,1,PHO,@,L (-12)
28,4,0,0,0,0,25-082,0,3,22/01/2003,1,1,1,3,0.75,4,28,0,3.6,voskuja01,16:00,0,MIA,4,5,28,1,1,3,PHO,@,L (-7)
29,-4,0,0,0,0,25-084,0,3,24/01/2003,2,0.667,3,2,0.667,3,29,0,2.6,voskuja01,13:00,0,ORL,4,6,29,0,1,3,PHO,@,W (+3)
30,-1,0,0,0,0,25-086,1,1,26/01/2003,0,0,0,0,0,0,30,0,0.6,voskuja01,6:00,0,NYK,1,0,30,0,0,1,PHO,@,L (-8)
31,1,0,0,0,1,25-087,0,0,27/01/2003,0,0,0,0,0,3,31,0,-1.9,voskuja01,6:00,0,WAS,1,0,31,0,1,0,PHO,@,L (-5)
32,2,0,0,0,1,25-089,1,1,29/01/2003,2,0.667,3,0,0,0,32,0,5,voskuja01,12:00,4,LAL,3,4,32,0,1,5,PHO,0,L (-9)
33,10,0,0,0,1,25-091,0,1,31/01/2003,4,0.667,6,0,0,3,33,0,5.7,voskuja01,19:00,3,LAC,4,8,33,0,0,4,PHO,@,W (+6)
34,-2,0,0,0,0,25-092,1,0,01/02/2003,1,0.333,3,2,0.667,3,34,0,0.4,voskuja01,15:00,2,GSW,4,4,34,0,2,2,PHO,0,W (+9)
35,3,0,0,0,0,25-094,0,0,03/02/2003,2,1,2,0,0,2,35,0,3.1,voskuja01,13:00,3,CHI,4,4,35,1,1,3,PHO,0,W (+4)
36,4,0,0,0,0,25-102,0,1,11/02/2003,0,0,0,0,0,0,36,0,-1.5,voskuja01,10:00,0,LAC,2,0,36,0,1,1,PHO,0,L (-1)
37,2,0,0,0,2,25-105,0,4,14/02/2003,0,0,1,1,0.5,2,37,0,0.7,voskuja01,21:00,0,NYK,2,1,37,0,1,4,PHO,0,L (-1)
38,-7,0,0,0,1,25-107,1,0,16/02/2003,1,1,1,2,1,2,38,0,4,voskuja01,4:00,1,BOS,2,4,38,0,1,1,PHO,0,W (+10)
39,-10,0,0,0,0,25-110,0,2,19/02/2003,2,0.333,6,3,1,3,39,0,3.7,voskuja01,15:00,1,HOU,3,7,39,1,1,3,PHO,0,L (-18)
40,15,0,0,0,1,25-112,0,3,21/02/2003,7,0.7,10,0,0,0,40,0,13.2,voskuja01,25:00:00,4,TOR,5,14,40,1,0,7,PHO,@,L (-3)
42,19,0,0,0,0,25-114,0,2,23/02/2003,2,0.667,3,1,0.5,2,41,0,3.1,voskuja01,12:00,2,MIN,3,5,41,0,1,4,PHO,@,L (-2)
43,-8,0,0,0,1,25-115,1,1,24/02/2003,0,0,2,1,0.5,2,42,0,-0.2,voskuja01,14:00,1,CHI,2,1,42,0,1,2,PHO,@,L (-3)
44,2,0,0,0,0,25-120,3,3,01/03/2003,1,0.25,4,1,0.5,2,43,1,2.5,voskuja01,28:00:00,1,NOH,1,3,43,0,1,4,PHO,0,L (-5)
45,-4,0,0,0,0,25-124,0,0,05/03/2003,1,1,1,0,0,0,44,0,1.7,voskuja01,3:00,0,POR,0,2,44,0,0,0,PHO,0,W (+6)
46,-3,0,0,0,0,25-128,0,2,09/03/2003,3,0.75,4,0,0,0,45,0,5,voskuja01,11:00,0,MIN,0,6,45,0,0,2,PHO,0,L (-7)
47,3,0,0,0,1,25-130,0,2,11/03/2003,4,1,4,1,0.333,3,46,0,6.8,voskuja01,14:00,1,GSW,3,9,46,0,1,3,PHO,@,L (-15)
48,12,0,0,0,1,25-132,2,3,13/03/2003,3,0.75,4,7,0.7,10,47,0,12.1,voskuja01,21:00,1,SAC,2,13,47,0,1,4,PHO,0,W (+25)
49,-7,0,0,0,0,25-135,0,1,16/03/2003,1,1,1,0,0,0,48,0,1.9,voskuja01,6:00,1,HOU,2,2,48,0,0,2,PHO,@,L (-10)
50,0,0,0,0,0,25-136,0,1,17/03/2003,0,0,1,0,0,0,49,0,2.7,voskuja01,11:00,5,TOR,1,0,49,1,1,6,PHO,0,W (+4)
51,-7,0,0,0,1,25-138,0,3,19/03/2003,1,0.2,5,0,0,0,50,0,1.4,voskuja01,17:00,1,UTA,2,2,50,1,0,4,PHO,0,L (-13)
52,14,0,0,0,1,25-140,2,5,21/03/2003,3,0.75,4,0,0,0,51,0,8.8,voskuja01,19:00,4,WAS,5,6,51,1,1,9,PHO,0,W (+26)
53,0,0,0,0,0,25-141,0,2,22/03/2003,0,0,0,1,0.25,4,52,0,-3.9,voskuja01,21:00,1,DAL,5,1,52,0,3,3,PHO,@,L (-7)
54,10,0,0,0,0,25-143,1,1,24/03/2003,4,0.667,6,4,1,4,53,0,9.6,voskuja01,28:00:00,2,SEA,3,12,53,0,1,3,PHO,0,L (-9)
55,-7,0,0,0,0,25-145,0,2,26/03/2003,1,0.5,2,0,0,0,54,0,1.5,voskuja01,13:00,1,MEM,2,2,54,0,0,3,PHO,@,W (+2)
56,9,0,0,0,0,25-147,3,4,28/03/2003,2,0.5,4,3,0.75,4,55,0,4.3,voskuja01,23:00,0,DET,4,7,55,1,3,4,PHO,@,W (+3)
57,-9,0,0,0,2,25-149,0,5,30/03/2003,1,1,1,0,0,0,56,0,3.1,voskuja01,16:00,1,IND,3,2,56,0,1,6,PHO,@,L (-11)
58,9,0,0,0,1,25-151,1,1,01/04/2003,1,1,1,2,1,2,57,0,3.6,voskuja01,19:00,0,DEN,2,4,57,0,1,1,PHO,0,W (+30)
59,5,0,0,0,0,25-155,0,6,05/04/2003,3,0.5,6,2,1,2,58,0,8,voskuja01,29:00:00,4,MIN,4,8,58,0,0,10,PHO,0,W (+17)
60,-2,0,0,0,1,25-156,0,0,06/04/2003,0,0,0,0,0,0,59,0,-0.1,voskuja01,3:00,0,LAL,2,0,59,0,0,0,PHO,@,L (-2)
61,14,0,0,0,2,25-158,0,4,08/04/2003,4,0.8,5,2,0.333,6,60,0,12.3,voskuja01,24:00:00,6,DEN,5,10,60,1,0,10,PHO,@,W (+20)
63,5,0,0,0,0,25-159,1,2,09/04/2003,1,0.5,2,0,0,0,61,0,1.1,voskuja01,21:00,0,DAL,3,2,61,1,1,2,PHO,0,W (+23)
64,-1,0,0,0,1,25-161,0,3,11/04/2003,4,0.571,7,1,1,1,62,0,8.2,voskuja01,21:00,3,GSW,3,9,62,1,1,6,PHO,0,W (+16)
65,14,0,0,0,0,25-163,1,0,13/04/2003,1,1,1,1,0.5,2,63,0,2.5,voskuja01,20:00,1,SAS,3,3,63,2,2,1,PHO,0,W (+7)
66,-15,0,0,0,1,25-165,0,2,15/04/2003,0,0,1,2,1,2,64,0,2.1,voskuja01,14:00,1,POR,3,2,64,0,0,3,PHO,@,L (-18)
67,-5,0,0,0,0,25-166,0,3,16/04/2003,0,0,1,0,0,0,65,0,-0.8,voskuja01,9:00,2,SEA,1,0,65,0,2,5,PHO,@,L (-14)
4,-23,0,0,3,10,19-301,0,1,02/12/2002,8,0.364,22,9,0.9,10,5,1,14.8,wagneda02,46:00:00,1,NYK,4,25,5,1,5,2,CLE,@,L (-32)
6,-13,0,0,2,7,19-306,0,0,07/12/2002,6,0.353,17,6,0.857,7,7,1,10.2,wagneda02,38:00:00,0,CHI,2,18,7,0,2,0,CLE,@,L (-8)
7,-6,0,0,1,7,19-308,0,0,09/12/2002,1,0.167,6,5,0.833,6,8,1,1.4,wagneda02,42:00:00,1,MIL,5,7,8,0,5,1,CLE,0,L (-7)
9,-9,0,0,4,3,19-312,0,0,13/12/2002,1,0.111,9,1,0.5,2,10,1,-1.6,wagneda02,32:00:00,0,BOS,1,3,10,2,2,0,CLE,@,L (-15)
12,0,0,0,0,1,19-317,0,2,18/12/2002,2,0.222,9,0,0,0,13,1,-0.4,wagneda02,21:00,0,DET,3,4,13,2,1,2,CLE,0,L (-5)
15,-11,0,0,4,2,19-326,0,1,27/12/2002,4,0.286,14,2,0.5,4,16,0,1.3,wagneda02,28:00:00,0,IND,1,10,16,1,2,1,CLE,0,L (-24)
16,-10,0,0,4,5,19-328,0,1,29/12/2002,3,0.273,11,2,0.5,4,17,1,1.2,wagneda02,31:00:00,1,PHO,0,8,17,1,5,2,CLE,0,L (-19)
18,-9,0,0,1,1,19-333,0,0,03/01/2003,3,0.333,9,1,0.5,2,19,1,1.6,wagneda02,27:00:00,0,TOR,4,7,19,1,0,0,CLE,@,W (+1)
19,-9,0,0,3,1,19-334,0,3,04/01/2003,4,0.333,12,4,1,4,20,1,6,wagneda02,28:00:00,0,CHI,2,12,20,1,1,3,CLE,@,L (-6)
22,4,0,0,3,3,19-340,0,1,10/01/2003,4,0.333,12,4,0.667,6,22,0,5.4,wagneda02,28:00:00,0,LAL,1,12,22,1,2,1,CLE,@,L (-16)
27,-13,0,0,2,1,19-348,0,2,18/01/2003,1,0.125,8,0,0,0,27,0,-2.7,wagneda02,16:00,0,UTA,2,2,27,0,0,2,CLE,@,L (-17)
31,-12,0,0,1,2,19-359,0,2,29/01/2003,4,0.667,6,0,0,0,31,0,5.2,wagneda02,16:00,0,ORL,3,8,31,1,2,2,CLE,@,L (-5)
32,-4,0,0,2,2,19-361,0,1,31/01/2003,2,0.222,9,3,0.75,4,32,0,1,wagneda02,20:00,0,ATL,2,7,32,1,2,1,CLE,@,L (-5)
35,-4,0,0,2,4,20-001,0,0,05/02/2003,4,0.4,10,2,1,2,35,0,7.4,wagneda02,24:00:00,0,HOU,0,10,35,0,0,0,CLE,0,W (+3)
36,0,0,0,1,4,20-007,0,1,11/02/2003,1,0.167,6,0,0,0,36,0,-1.1,wagneda02,20:00,0,IND,1,2,36,0,2,1,CLE,@,L (-11)
38,-3,0,0,0,1,20-012,1,3,16/02/2003,2,0.4,5,2,1,2,38,0,4.8,wagneda02,22:00,0,DET,2,6,38,1,1,3,CLE,0,L (-15)
43,-6,0,0,1,0,20-021,0,1,25/02/2003,2,0.333,6,0,0,0,42,0,1.2,wagneda02,16:00,1,NJN,1,4,42,0,0,2,CLE,0,W (+3)
44,-14,0,0,4,1,20-024,0,2,28/02/2003,6,0.4,15,4,1,4,43,0,9.2,wagneda02,31:00:00,0,MIN,0,16,43,0,0,2,CLE,@,L (-23)
46,-18,0,0,4,2,20-028,0,4,04/03/2003,1,0.091,11,2,1,2,45,1,-0.7,wagneda02,25:00:00,0,NYK,0,4,45,0,0,4,CLE,@,L (-9)
48,-18,0,0,1,0,20-031,0,2,07/03/2003,4,0.444,9,0,0,0,47,1,0.7,wagneda02,28:00:00,0,NOH,3,8,47,0,2,2,CLE,@,L (-26)
8,-12,0,0,4,3,26-095,0,5,15/11/2002,11,0.5,22,0,0,0,9,1,14.5,walkean02,43:00:00,1,DAL,2,22,9,2,2,6,BOS,0,L (-11)
27,9,0,0,10,3,26-131,0,8,21/12/2002,8,0.308,26,7,0.875,8,27,1,8.9,walkean02,46:00:00,2,CLE,4,23,27,2,5,10,BOS,@,W (+7)
35,-17,0,0,3,3,26-151,0,2,10/01/2003,4,0.286,14,3,0.6,5,35,1,1.6,walkean02,36:00:00,1,DAL,2,11,35,0,3,3,BOS,@,L (-25)
55,0,0,0,4,9,26-200,0,7,28/02/2003,9,0.321,28,4,0.667,6,54,1,11,walkean02,41:00:00,4,TOR,1,22,54,0,5,11,BOS,0,W (+5)
63,-10,0,0,5,1,26-213,1,4,13/03/2003,3,0.2,15,4,0.667,6,61,1,-3,walkean02,34:00:00,3,NJN,4,10,61,0,6,7,BOS,@,L (-15)
70,-22,0,0,5,8,26-226,0,6,26/03/2003,6,0.316,19,0,0,0,68,1,10.6,walkean02,39:00:00,3,GSW,0,12,68,2,2,9,BOS,0,L (-12)
75,1,0,0,5,14,26-237,2,10,06/04/2003,3,0.188,16,1,0.25,4,73,1,6.8,walkean02,49:00:00,0,WAS,3,7,73,1,3,10,BOS,0,L (-1)
80,7,0,0,3,4,26-247,0,6,16/04/2003,3,0.25,12,4,1,4,78,1,4,walkean02,25:00:00,0,DET,1,10,78,0,3,6,BOS,0,W (+7)
0,11,0,0,0,1,28-050,2,11,30/10/2002,1,0.5,2,2,1,2,1,1,7.9,wallabe01,41:00:00,3,NYK,4,4,1,2,3,14,DET,0,W (+9)
1,13,0,0,0,1,28-052,1,12,01/11/2002,4,0.5,8,0,0,2,2,1,9.4,wallabe01,34:00:00,2,MEM,3,8,2,1,0,14,DET,0,W (+23)
2,-1,0,0,0,1,28-054,4,11,03/11/2002,1,0.25,4,1,0.25,4,3,1,6.7,wallabe01,43:00:00,5,LAC,5,3,3,0,1,16,DET,@,L (-2)
3,-3,0,0,0,1,28-055,2,10,04/11/2002,2,0.286,7,0,0,1,4,1,7,wallabe01,39:00:00,4,PHO,1,4,4,3,3,14,DET,@,W (+2)
4,7,0,0,0,0,28-057,2,11,06/11/2002,3,0.75,4,3,0.75,4,5,1,12.3,wallabe01,32:00:00,4,UTA,3,9,5,2,3,15,DET,@,W (+2)
5,17,0,0,0,2,28-058,3,9,07/11/2002,3,0.75,4,0,0,0,6,1,10.4,wallabe01,33:00:00,4,DEN,5,6,6,1,2,13,DET,@,W (+26)
6,-37,0,0,0,2,28-060,1,10,09/11/2002,1,0.5,2,3,0.75,4,7,1,7.6,wallabe01,31:00:00,1,DAL,2,5,7,1,2,11,DET,@,L (-39)
7,-4,0,0,0,2,28-063,5,6,12/11/2002,1,1,1,2,0.667,3,8,1,7.8,wallabe01,31:00:00,2,NOH,4,4,8,1,3,8,DET,0,W (+6)
8,11,0,0,0,2,28-066,6,12,15/11/2002,1,0.5,2,2,1,2,9,1,11.5,wallabe01,42:00:00,3,UTA,2,4,9,0,2,15,DET,0,W (+11)
9,16,0,0,0,1,28-067,1,11,16/11/2002,0,0,3,2,0.333,6,10,1,2.6,wallabe01,41:00:00,2,DEN,2,2,10,0,1,13,DET,0,W (+21)
10,3,0,0,0,0,28-069,3,17,18/11/2002,5,0.714,7,1,0.5,2,11,1,15.7,wallabe01,44:00:00,4,NYK,0,11,11,1,3,21,DET,@,L (-3)
11,16,0,0,0,1,28-071,10,14,20/11/2002,6,0.75,8,0,0,0,12,1,22.4,wallabe01,43:00:00,5,MIA,2,12,12,1,2,19,DET,0,W (+11)
12,7,0,0,0,0,28-073,1,18,22/11/2002,3,0.6,5,2,0.4,5,13,1,13,wallabe01,41:00:00,4,MIA,1,8,13,0,0,22,DET,@,W (+3)
13,-2,0,0,0,2,28-074,3,9,23/11/2002,0,0,2,0,0,0,14,1,7.6,wallabe01,32:00:00,2,IND,4,0,14,3,0,11,DET,@,W (+15)
14,-28,0,0,0,0,28-078,4,18,27/11/2002,1,0.333,3,0,0,0,15,1,10.5,wallabe01,30:00:00,6,DAL,3,2,15,0,1,24,DET,0,L (-20)
15,2,0,0,0,0,28-080,2,14,29/11/2002,5,0.625,8,2,0.5,4,16,1,14.9,wallabe01,39:00:00,7,MIL,3,12,16,1,3,21,DET,0,W (+5)
16,-27,0,0,0,3,28-081,1,8,30/11/2002,1,0.2,5,1,0.5,2,17,1,7,wallabe01,32:00:00,1,MIL,1,3,17,2,0,9,DET,@,L (-23)
17,7,0,0,0,2,28-085,2,13,04/12/2002,4,0.667,6,2,1,2,18,1,13.7,wallabe01,39:00:00,2,WAS,2,10,18,0,1,15,DET,0,L (-5)
18,12,0,0,0,4,28-088,1,8,07/12/2002,4,0.444,9,0,0,0,19,1,13.8,wallabe01,37:00:00,6,ATL,4,8,19,2,0,14,DET,@,L (-2)
19,14,0,0,0,3,28-092,3,13,11/12/2002,2,0.4,5,0,0,6,20,1,9.7,wallabe01,46:00:00,5,ATL,2,4,20,4,4,18,DET,0,W (+11)
21,19,0,0,0,3,28-093,2,14,12/12/2002,2,0.4,5,1,0.5,2,21,1,14.3,wallabe01,43:00:00,7,CHI,3,5,21,2,1,21,DET,@,W (+10)
22,8,0,0,0,2,28-095,5,5,14/12/2002,2,0.333,6,0,0,0,22,1,10,wallabe01,42:00:00,6,SEA,3,4,22,0,0,11,DET,0,W (+13)
23,4,0,0,0,1,28-096,3,8,15/12/2002,3,0.5,6,2,0.5,4,23,1,11.3,wallabe01,40:00:00,1,NJN,2,8,23,2,0,9,DET,0,W (+10)
24,7,0,0,0,2,28-099,3,15,18/12/2002,4,0.571,7,1,0.5,2,24,1,17.3,wallabe01,48:00:00,4,CLE,2,9,24,2,0,19,DET,@,W (+5)
25,-3,0,0,0,4,28-101,4,10,20/12/2002,4,0.444,9,3,0.5,6,25,1,14.8,wallabe01,46:00:00,9,CLE,3,11,25,1,5,19,DET,0,W (+2)
26,-10,0,0,0,1,28-102,2,11,21/12/2002,4,0.571,7,3,0.75,4,26,1,15,wallabe01,44:00:00,3,NJN,2,11,26,4,3,14,DET,@,L (-8)
27,-6,0,0,0,1,28-106,2,7,25/12/2002,3,0.375,8,1,0.5,2,27,1,6.2,wallabe01,34:00:00,2,ORL,4,7,27,1,1,9,DET,@,L (-5)
28,4,0,0,0,2,28-107,0,8,26/12/2002,4,0.444,9,3,0.75,4,28,1,13.4,wallabe01,46:00:00,5,WAS,2,11,28,1,0,13,DET,@,W (+5)
29,18,0,0,0,2,28-109,1,13,28/12/2002,4,1,4,2,0.5,4,29,1,15.6,wallabe01,36:00:00,4,MIN,3,10,29,0,0,17,DET,0,W (+24)
30,-8,0,0,0,3,28-111,5,13,30/12/2002,3,0.429,7,2,0.2,10,30,1,16.7,wallabe01,45:00:00,7,POR,2,8,30,3,1,20,DET,0,L (-11)
